omegaH,omegaS
0.001,0.001
0.001,0.0024
0.001,0.0041
0.001,0.0041
0.0025,0.0041
0.0025,0.0041
0.0025,0.0045
0.0025,0.0045
0.0025,0.0045
0.0025,0.0045
0.0025,0.0045
0.0025,0.0045
0.0025,0.0045
0.0025,0.0045
0.0025,0.0045
0.0025,0.0045
0.0025,0.0118
0.0025,0.02
0.0025,0.0293
0.003,0.0293
0.003,0.0314
0.0083,0.0314
0.0083,0.0314
0.0083,0.0314
0.0083,0.0352
0.0095,0.0352
0.0095,0.0352
0.0101,0.0352
0.0101,0.0352
0.0101,0.0352
0.0101,0.0352
0.0101,0.0384
0.0101,0.0384
0.0101,0.0411
0.0101,0.0411
0.0101,0.0537
0.0116,0.0537
0.0116,0.0537
0.0135,0.0537
0.0135,0.0537
0.017,0.0537
0.017,0.0537
0.017,0.0537
0.017,0.0537
0.017,0.0558
0.017,0.0621
0.017,0.0638
0.0219,0.0638
0.0219,0.0638
0.0219,0.0638
0.0219,0.0646
0.0219,0.0646
0.0219,0.0646
0.0219,0.0725
0.0219,0.0725
0.0219,0.0725
0.0219,0.0735
0.0219,0.0735
0.0219,0.0735
0.0219,0.0864
0.0259,0.0864
0.0259,0.0869
0.0299,0.0869
0.0299,0.0918
0.0299,0.0918
0.0299,0.0918
0.0299,0.0918
0.0299,0.0943
0.0299,0.0943
0.0299,0.0943
0.0299,0.0943
0.0339,0.0943
0.0339,0.0959
0.0358,0.0959
0.0358,0.0959
0.0358,0.0989
0.0358,0.0994
0.0358,0.101
0.0358,0.1012
0.0358,0.1098
0.0373,0.1098
0.0373,0.1098
0.0373,0.1107
0.0427,0.1107
0.0427,0.1116
0.0427,0.1116
0.0427,0.118
0.0427,0.1201
0.0427,0.1216
0.0427,0.1297
0.0427,0.132
0.0427,0.1359
0.0427,0.1359
0.0453,0.1359
0.0453,0.1359
0.0453,0.1359
0.0453,0.1359
0.0453,0.1359
0.0453,0.1379
0.0453,0.1388
0.0453,0.1438
