omegaH,omegaS
0.001,0.001
0.001,0.001
0.001,0.001
0.0024,0.001
0.0031,0.001
0.0031,0.0074
0.0042,0.0074
0.0042,0.0074
0.0049,0.0074
0.0049,0.0074
0.0049,0.0074
0.0049,0.0074
0.0049,0.0074
0.0049,0.0074
0.0049,0.0074
0.0049,0.0098
0.0049,0.0196
0.0049,0.0196
0.0049,0.0196
0.0049,0.0196
0.0049,0.0196
0.0049,0.0213
0.0049,0.0289
0.0049,0.0289
0.0049,0.0289
0.0049,0.0331
0.0049,0.0379
0.0049,0.0379
0.0049,0.0379
0.0049,0.0379
0.0049,0.0379
0.0143,0.0379
0.0143,0.0379
0.0143,0.0379
0.0143,0.0412
0.0198,0.0412
0.0198,0.0412
0.0198,0.0412
0.0198,0.0412
0.0208,0.0412
0.0208,0.0453
0.0208,0.0453
0.0208,0.0453
0.0248,0.0453
0.0248,0.0453
0.0248,0.0573
0.0248,0.0573
0.0248,0.0573
0.0248,0.0573
0.0248,0.0573
0.0248,0.0573
0.0248,0.0606
0.0248,0.0606
0.0248,0.0606
0.0248,0.0708
0.0278,0.0708
0.0278,0.0708
0.0334,0.0708
0.0334,0.0708
0.0334,0.0708
0.0334,0.0722
0.0376,0.0722
0.0376,0.0763
0.0376,0.0763
0.0417,0.0763
0.0448,0.0763
0.0448,0.0805
0.0448,0.0805
0.0448,0.0859
0.0523,0.0859
0.0537,0.0859
0.0537,0.0936
0.0537,0.0936
0.0537,0.0969
0.0537,0.0983
0.0537,0.1048
0.0537,0.1154
0.0537,0.1154
0.0537,0.1222
0.0537,0.1222
0.057,0.1222
0.057,0.1222
0.057,0.1222
0.057,0.1222
0.057,0.1222
0.057,0.1222
0.057,0.1266
0.057,0.1266
0.057,0.1287
0.057,0.1327
0.057,0.1327
0.057,0.1346
0.057,0.1346
0.057,0.1346
0.0575,0.1346
0.0575,0.1346
0.0575,0.1357
0.0575,0.143
0.0575,0.1509
0.0575,0.1509
0.0636,0.1509
0.0636,0.1509
0.0636,0.1544
0.0636,0.1554
0.0636,0.1562
0.0636,0.1562
0.0636,0.1562
0.0636,0.1562
0.0636,0.16
0.0636,0.163
0.0636,0.163
0.0636,0.163
0.0636,0.1645
0.0652,0.1645
0.0652,0.1648
0.0652,0.1648
0.0652,0.1676
0.0652,0.1676
0.0652,0.1763
0.0652,0.1763
0.0652,0.1763
0.0663,0.1763
0.0663,0.1763
0.0663,0.1763
0.0663,0.1763
0.0663,0.1768
0.0663,0.1768
0.0663,0.1788
0.0663,0.1788
0.0663,0.1821
0.0686,0.1821
0.0686,0.1821
0.0711,0.1821
0.0711,0.1821
0.0711,0.1821
0.0711,0.1901
0.0809,0.1901
0.0809,0.1948
0.0809,0.1948
0.0809,0.1948
0.0809,0.1948
0.0894,0.1948
0.0894,0.1948
0.0894,0.1948
0.0894,0.1948
0.0898,0.1948
0.0898,0.1983
0.0898,0.1983
0.0915,0.1983
0.0915,0.1983
0.0915,0.1983
0.0915,0.1983
0.0915,0.1983
0.0915,0.1983
0.0915,0.2007
0.0944,0.2007
0.0944,0.2027
0.0944,0.2027
0.0944,0.2027
0.0969,0.2027
0.0969,0.2075
0.0969,0.2173
0.0969,0.2219
0.0969,0.2219
0.0969,0.2219
0.0972,0.2219
0.0972,0.2267
0.0972,0.2267
0.0972,0.2267
0.0972,0.2369
0.0986,0.2369
0.0986,0.237
0.0986,0.237
0.1053,0.237
0.1053,0.237
0.1053,0.237
0.1053,0.237
0.1053,0.2392
0.1053,0.2392
0.1053,0.2449
0.1053,0.2449
0.1071,0.2449
0.1071,0.2449
0.1071,0.2449
0.1071,0.2449
0.1071,0.2449
0.1071,0.2449
0.1071,0.2449
0.1071,0.2449
0.1071,0.2449
0.1073,0.2449
0.1073,0.2449
0.1073,0.2449
0.1073,0.2495
0.1073,0.2495
0.1139,0.2495
0.116,0.2495
0.116,0.2495
0.116,0.2495
0.116,0.2516
0.116,0.2538
0.116,0.2538
0.116,0.2538
0.116,0.2538
0.116,0.2538
0.116,0.2601
0.116,0.2601
0.1171,0.2601
0.1171,0.2601
0.118,0.2601
0.118,0.2601
0.118,0.261
0.118,0.261
0.118,0.261
0.118,0.261
0.118,0.2648
0.1195,0.2648
0.1195,0.2691
0.1195,0.2691
0.1217,0.2691
0.1284,0.2691
0.1284,0.2691
0.1284,0.2763
0.1284,0.2822
0.1313,0.2822
0.1313,0.2822
0.132,0.2822
0.1382,0.2822
0.1382,0.2822
0.1382,0.283
0.1382,0.283
0.1382,0.283
0.1382,0.283
0.1426,0.283
0.1426,0.283
0.1426,0.283
0.1426,0.289
0.1426,0.289
0.1437,0.289
0.1437,0.289
0.1437,0.289
0.1437,0.289
0.1437,0.289
0.1437,0.289
0.1458,0.289
0.1458,0.2992
0.1458,0.2992
0.1458,0.3089
0.1458,0.3109
0.1458,0.3109
0.1458,0.3214
0.1458,0.3214
0.1458,0.3267
0.1495,0.3267
0.1495,0.3322
0.1495,0.3322
0.1495,0.3343
0.1495,0.339
0.1495,0.339
0.1495,0.339
0.1495,0.339
0.1589,0.339
0.1589,0.3407
0.1643,0.3407
0.1643,0.3407
0.1643,0.3407
0.1643,0.3429
0.1643,0.3429
0.1643,0.3429
0.1643,0.3429
0.1643,0.3429
0.1643,0.3497
0.1643,0.3525
0.1643,0.3581
0.1661,0.3581
0.1661,0.3581
0.1683,0.3581
0.1683,0.3587
0.1683,0.3587
0.1683,0.3587
0.1683,0.3672
0.1683,0.3672
0.1683,0.3672
0.1727,0.3672
0.1727,0.3672
0.1727,0.3685
0.1802,0.3685
0.1802,0.3731
0.1802,0.3767
0.1802,0.3767
0.1802,0.3767
0.1802,0.3812
0.1802,0.3818
0.1802,0.3858
0.1834,0.3858
0.1874,0.3858
0.1874,0.3858
0.1874,0.3902
0.1874,0.3913
0.1874,0.3913
0.1885,0.3913
0.1885,0.3913
0.1925,0.3913
0.1925,0.3913
0.1925,0.3913
0.1925,0.3913
0.1925,0.3913
0.1925,0.3913
0.1925,0.3987
0.1925,0.3987
0.1925,0.3987
0.1925,0.3987
0.1985,0.3987
0.1985,0.4019
0.1985,0.4019
0.2069,0.4019
0.2069,0.4095
0.2069,0.4095
0.2069,0.4095
0.2069,0.4095
0.2069,0.4161
0.2069,0.4161
0.2082,0.4161
0.2082,0.4161
0.2082,0.4161
0.2082,0.4161
0.2082,0.4161
0.2082,0.4244
0.2117,0.4244
0.2117,0.4246
0.2117,0.4246
0.2117,0.4246
0.2117,0.4268
0.2178,0.4268
0.2178,0.432
0.2178,0.432
0.2178,0.432
0.2178,0.432
0.2238,0.432
0.2238,0.4355
0.2238,0.4441
0.2238,0.4441
0.2238,0.4496
