alphaH,alphaS
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.0173
0.001,0.0173
0.001,0.0173
0.001,0.0173
0.0026,0.0173
0.0026,0.0173
0.0026,0.0173
0.0026,0.0357
0.0026,0.0357
0.0026,0.0357
0.0026,0.0357
0.0026,0.0545
0.0026,0.0545
0.0026,0.0672
0.0026,0.0672
0.0026,0.0672
0.0026,0.0672
0.0026,0.0672
0.0034,0.0672
0.0034,0.0672
0.0034,0.0672
0.0034,0.0672
0.013,0.0672
0.013,0.0672
0.013,0.0672
0.013,0.0672
0.013,0.0672
0.013,0.0672
0.013,0.0672
0.013,0.0672
0.013,0.0744
0.013,0.0818
0.013,0.0909
0.013,0.0909
0.013,0.0909
0.013,0.0984
0.013,0.0984
0.013,0.0984
0.013,0.0984
0.013,0.0984
0.013,0.1009
0.013,0.1009
0.013,0.1009
0.013,0.1009
0.0212,0.1009
0.0212,0.1102
0.0309,0.1102
0.0309,0.1102
0.0309,0.1148
0.0437,0.1148
0.0437,0.1356
0.0437,0.1356
0.0437,0.1356
0.0437,0.1486
0.0437,0.1486
0.0437,0.1486
0.0437,0.1486
0.0437,0.1486
0.0437,0.1553
0.0437,0.1553
0.0437,0.1722
0.0471,0.1722
0.0471,0.1722
0.0471,0.1792
0.0471,0.1792
0.0471,0.1857
0.0571,0.1857
0.062,0.1857
0.062,0.1857
0.062,0.1857
0.062,0.1993
0.062,0.1993
0.062,0.2043
0.0779,0.2043
0.0779,0.2043
0.0845,0.2043
0.0845,0.2092
0.0845,0.216
0.0845,0.216
0.0845,0.216
0.0845,0.216
0.0845,0.2183
0.0845,0.2183
0.0845,0.2266
0.0845,0.2331
0.0845,0.2331
0.0845,0.2417
0.0845,0.2537
0.0845,0.2563
0.0845,0.2693
0.0845,0.2715
0.0848,0.2715
0.0848,0.2715
0.0972,0.2715
0.0972,0.2715
0.0972,0.2718
0.1068,0.2718
0.1068,0.2828
0.1068,0.2828
0.1068,0.2828
0.1068,0.2828
0.1068,0.2828
0.1068,0.2863
0.1103,0.2863
0.1103,0.2935
0.1103,0.2935
0.1103,0.2935
0.1103,0.2935
0.1103,0.2935
0.1103,0.2935
0.1103,0.2935
0.1103,0.2935
0.1146,0.2935
0.1146,0.3013
0.1146,0.3095
0.1224,0.3095
0.1224,0.3095
0.1224,0.3131
0.1224,0.3131
0.1224,0.3131
0.1224,0.3131
0.1224,0.3131
0.1224,0.3155
0.1224,0.3155
0.1224,0.3155
0.1224,0.3155
0.1224,0.3155
0.1224,0.3155
0.124,0.3155
0.124,0.3297
0.124,0.3392
0.1359,0.3392
0.1359,0.3415
0.1359,0.3415
0.1359,0.3415
0.1359,0.3415
0.1359,0.3506
0.1359,0.3506
0.1471,0.3506
0.1471,0.3506
0.1471,0.3506
0.1471,0.3506
0.1471,0.3572
0.1471,0.3572
0.1471,0.3572
0.1526,0.3572
0.1526,0.3572
0.1526,0.3572
0.1526,0.3572
0.1526,0.3572
0.1526,0.3572
0.1526,0.3696
0.1526,0.3859
0.1526,0.3859
0.1526,0.3859
0.1526,0.4003
0.1526,0.42
0.1526,0.4234
0.1526,0.4234
0.1526,0.436
0.1526,0.4374
0.1526,0.4459
0.1526,0.4478
0.1526,0.4535
0.1526,0.4759
0.1664,0.4759
0.1664,0.4759
0.1664,0.4759
0.1677,0.4759
0.1677,0.4813
0.1677,0.4968
0.1677,0.4968
0.1805,0.4968
0.1805,0.4968
0.1805,0.4968
0.1805,0.502
0.1805,0.502
0.1805,0.514
0.1805,0.5206
0.1805,0.5206
0.1932,0.5206
0.1932,0.5206
0.1932,0.5246
0.1932,0.5246
0.1932,0.5246
0.1932,0.5246
0.1932,0.5246
0.1932,0.5246
0.1932,0.5368
0.1932,0.5417
0.1932,0.5461
0.1932,0.557
0.1932,0.557
0.1932,0.5589
0.1932,0.5593
0.1932,0.5593
0.1932,0.5612
0.1932,0.5708
0.1932,0.5708
0.197,0.5708
0.197,0.5708
0.197,0.5751
0.197,0.5751
0.197,0.5751
0.2096,0.5751
0.2096,0.5751
0.2117,0.5751
0.2117,0.5751
0.2117,0.5847
0.2117,0.6034
0.2117,0.6034
0.2117,0.6208
0.2178,0.6208
0.2178,0.6208
0.218,0.6208
0.218,0.6208
0.231,0.6208
0.231,0.6279
0.2382,0.6279
0.2382,0.6279
0.2382,0.6279
0.2383,0.6279
0.2383,0.6279
0.2441,0.6279
0.2441,0.6291
0.2441,0.6291
0.2441,0.6291
0.2441,0.6291
0.2441,0.6291
0.2441,0.6291
0.2441,0.6338
0.2441,0.6338
0.2441,0.6338
0.2441,0.6338
0.2441,0.6442
0.2441,0.6442
0.2441,0.6442
0.2441,0.6471
0.2493,0.6471
0.2493,0.6503
0.2493,0.6518
0.2493,0.6528
0.2493,0.6528
0.2493,0.6552
0.2493,0.6552
0.2493,0.6552
0.2493,0.6552
0.2493,0.6552
0.2506,0.6552
0.2554,0.6552
0.2554,0.6552
0.2554,0.6552
0.2554,0.6552
0.2554,0.6778
0.2554,0.6778
0.2554,0.682
0.2554,0.6949
0.2554,0.6949
0.2603,0.6949
0.2603,0.6949
0.2619,0.6949
0.2619,0.6949
0.2619,0.7107
0.2619,0.7203
0.2619,0.7203
0.2619,0.726
0.2619,0.726
0.2619,0.726
0.2619,0.726
0.2619,0.7269
0.2619,0.7395
0.2619,0.7395
0.2619,0.7395
0.2619,0.7395
0.2619,0.7395
0.2619,0.7452
0.2619,0.7452
0.266,0.7452
0.266,0.7452
0.266,0.7552
0.266,0.7688
0.266,0.7744
0.266,0.7744
0.266,0.786
0.2684,0.786
0.2684,0.786
0.2684,0.786
0.2684,0.786
0.2773,0.786
0.2773,0.7956
0.2773,0.7981
0.2773,0.7982
0.2773,0.7982
0.2773,0.7982
0.2773,0.8067
0.2773,0.8067
0.2773,0.8067
0.2773,0.8067
0.2881,0.8067
0.2881,0.8067
0.2881,0.8181
0.2881,0.8181
0.2881,0.8181
0.2881,0.8181
0.2881,0.8181
0.2881,0.8181
0.2988,0.8181
0.2988,0.8181
0.2988,0.8222
0.2988,0.8222
0.3093,0.8222
0.3093,0.8232
0.3184,0.8232
0.3184,0.8232
0.3184,0.8232
0.3184,0.8232
0.3184,0.8432
0.3184,0.8534
0.3287,0.8534
0.3287,0.8534
0.3287,0.8534
0.3287,0.8534
0.3287,0.8643
0.3287,0.8693
0.3287,0.8697
0.3287,0.8798
0.3287,0.8798
0.3287,0.8798
0.3317,0.8798
0.3317,0.8798
0.3317,0.889
0.3317,0.889
0.3317,0.889
0.3317,0.8894
0.3317,0.9017
0.3317,0.9063
0.3317,0.9084
