alphaH,alphaS
0.001,0.001
0.001,0.001
0.004,0.001
0.004,0.001
0.004,0.0033
0.0063,0.0033
0.0063,0.0033
0.0063,0.0033
0.0063,0.0033
0.0063,0.0033
0.0208,0.0033
0.0214,0.0033
0.0214,0.0033
0.0214,0.0033
0.0214,0.0033
0.0214,0.0083
0.0214,0.0083
0.0214,0.0083
0.0214,0.0083
0.0214,0.0083
0.0214,0.0083
0.0214,0.0133
0.0214,0.0133
0.0214,0.0133
0.0214,0.0133
0.0214,0.0205
0.0214,0.0205
0.0214,0.0241
0.0214,0.0241
0.0214,0.0241
0.0214,0.0272
0.0214,0.0272
0.0214,0.0425
0.0214,0.0425
0.0214,0.0425
0.0214,0.0425
0.0214,0.0425
0.0214,0.0425
0.0332,0.0425
0.0332,0.0425
0.0332,0.0425
0.0332,0.0425
0.0332,0.0496
0.0332,0.0496
0.0355,0.0496
0.0355,0.06
0.0355,0.06
0.0355,0.0685
0.0355,0.0769
0.0355,0.091
0.0355,0.0967
0.0355,0.106
0.0407,0.106
0.0407,0.1226
0.0407,0.1242
0.0407,0.1461
0.0407,0.1461
0.0407,0.1507
0.0506,0.1507
0.0506,0.1591
0.0506,0.1591
0.0506,0.1591
0.0506,0.1594
0.0523,0.1594
0.0527,0.1594
0.0527,0.1644
0.0527,0.1682
0.0527,0.1682
0.0848,0.1682
0.0848,0.1702
0.0848,0.1707
0.0848,0.1707
0.0848,0.1707
0.0912,0.1707
0.0912,0.1708
0.0912,0.1955
0.0912,0.2021
0.0912,0.2128
0.0912,0.2132
0.1131,0.2132
0.1131,0.2191
0.1131,0.2191
0.126,0.2191
0.126,0.2191
0.126,0.2191
0.126,0.2191
0.1412,0.2191
0.1412,0.2191
0.1412,0.2367
0.1412,0.2417
0.1649,0.2417
0.1649,0.2476
0.1759,0.2476
0.1759,0.2476
0.1954,0.2476
0.1954,0.2476
0.1954,0.2476
0.1954,0.2512
0.1954,0.2591
0.1954,0.2591
0.1954,0.2655
0.1957,0.2655
0.1957,0.2734
0.2069,0.2734
0.2069,0.2734
0.2069,0.2734
0.2069,0.2734
0.2069,0.2734
0.2069,0.2738
0.2069,0.2835
0.2069,0.2835
0.2152,0.2835
0.2152,0.2835
0.2152,0.2835
0.2275,0.2835
0.2344,0.2835
0.2344,0.2835
0.2344,0.2835
0.2344,0.2835
0.2344,0.2932
0.2344,0.2932
0.2344,0.2932
0.2344,0.3152
0.2406,0.3152
0.2406,0.3158
0.2406,0.3219
0.2406,0.3403
0.2406,0.3403
0.2437,0.3403
0.2437,0.3403
0.2437,0.3571
0.2574,0.3571
0.2574,0.3571
0.2574,0.3586
0.2574,0.3636
0.2574,0.382
0.2574,0.382
0.2574,0.382
0.2574,0.382
0.2574,0.3847
0.2574,0.3847
0.2574,0.3847
0.2574,0.3847
0.2574,0.3847
0.2574,0.3847
0.2574,0.3847
0.2574,0.3847
0.2574,0.3847
0.2574,0.3847
0.2574,0.3847
0.2574,0.3898
0.2574,0.3898
0.2574,0.4014
0.2675,0.4014
0.2675,0.4014
0.2675,0.4014
0.2769,0.4014
0.2769,0.4014
0.2769,0.4014
0.2769,0.4014
0.2769,0.4014
0.2769,0.4014
0.2769,0.4086
0.2769,0.4086
0.2769,0.4094
0.2933,0.4094
0.2933,0.4094
0.2933,0.4164
0.2933,0.4164
0.2933,0.4201
0.2933,0.4286
0.2933,0.4286
0.3015,0.4286
0.3175,0.4286
0.3175,0.4286
0.329,0.4286
0.329,0.4286
0.329,0.4342
0.3418,0.4342
0.3525,0.4342
0.3525,0.4342
0.3525,0.4342
0.3525,0.4342
0.3525,0.4342
0.3561,0.4342
0.3561,0.4342
0.3623,0.4342
0.3623,0.4342
0.3623,0.4342
0.3654,0.4342
0.3654,0.4342
0.3684,0.4342
0.3684,0.4342
0.3692,0.4342
0.3701,0.4342
0.3701,0.4342
0.376,0.4342
0.376,0.4342
0.376,0.4366
0.3775,0.4366
0.3775,0.4366
0.3775,0.4366
0.3775,0.4493
0.3775,0.4493
0.3775,0.4737
0.3775,0.4737
0.3775,0.4737
0.3863,0.4737
0.3863,0.4749
0.4,0.4749
0.4,0.4749
0.4,0.4749
0.4,0.4749
0.4,0.4749
0.4,0.4749
0.4,0.4749
0.4,0.4749
0.4,0.4749
0.4121,0.4749
0.4121,0.4749
0.4139,0.4749
0.4139,0.4749
0.4139,0.4749
0.4139,0.4749
0.4139,0.4819
0.4139,0.4819
0.4139,0.4893
0.4139,0.492
0.4141,0.492
0.4141,0.492
0.4141,0.492
0.4141,0.492
0.4141,0.4985
0.4141,0.4985
0.4141,0.4985
0.4141,0.4986
0.4141,0.4986
0.4141,0.5071
0.4141,0.5071
0.4141,0.5071
0.4141,0.5071
0.4141,0.5071
0.4141,0.5071
0.4141,0.5071
0.4141,0.5071
0.4141,0.5178
0.4141,0.5178
0.4178,0.5178
0.4178,0.5217
0.4242,0.5217
0.4242,0.5217
0.4242,0.5217
0.4242,0.5217
0.4242,0.5217
0.4242,0.5217
0.4242,0.5217
0.4242,0.5217
0.4242,0.5353
0.4242,0.5353
0.4242,0.5498
0.4242,0.5571
0.4242,0.5571
0.4242,0.5632
0.4242,0.5679
0.4242,0.5679
0.4242,0.5852
0.4356,0.5852
0.4368,0.5852
0.4368,0.5905
0.4368,0.5905
0.4368,0.597
0.4368,0.597
0.4461,0.597
0.4529,0.597
0.4529,0.597
0.4529,0.597
0.4573,0.597
0.4573,0.6049
0.4676,0.6049
0.4676,0.6207
0.4676,0.6207
0.4703,0.6207
0.4853,0.6207
0.4853,0.6333
0.4853,0.6339
0.4889,0.6339
0.4931,0.6339
0.5039,0.6339
0.5039,0.6477
0.5039,0.6511
0.5039,0.6511
0.5061,0.6511
0.5061,0.6511
0.5061,0.6511
0.5077,0.6511
0.5077,0.6511
0.5077,0.6511
0.5077,0.6511
0.5077,0.6602
0.5077,0.6602
0.5235,0.6602
0.5298,0.6602
0.5298,0.6602
0.5433,0.6602
0.5433,0.6602
0.5433,0.6602
0.5433,0.6602
0.5433,0.6602
0.5433,0.668
0.5433,0.6696
0.5574,0.6696
0.5574,0.6696
0.5574,0.6696
0.5653,0.6696
0.5653,0.6756
0.5653,0.6756
0.5653,0.6756
0.5713,0.6756
0.5713,0.6756
0.5713,0.6756
0.5713,0.6756
0.5713,0.6756
0.5713,0.6756
0.5713,0.6933
0.5713,0.6933
0.5741,0.6933
0.5792,0.6933
0.5792,0.6933
0.5842,0.6933
0.5842,0.6933
0.5842,0.6933
0.5842,0.6933
0.5842,0.7101
0.5842,0.7101
0.5919,0.7101
0.5919,0.7101
0.5919,0.7101
0.5919,0.7101
0.5919,0.7101
0.5919,0.7101
