alphaH,alphaS
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.0055
0.001,0.0193
0.001,0.0259
0.001,0.0259
0.001,0.0259
0.001,0.0348
0.001,0.0358
0.001,0.0358
0.001,0.0526
0.001,0.0526
0.001,0.0526
0.001,0.0526
0.001,0.0526
0.001,0.0545
0.001,0.0545
0.001,0.0545
0.001,0.0545
0.001,0.0646
0.013,0.0646
0.013,0.0646
0.0143,0.0646
0.0143,0.0812
0.0143,0.0818
0.0181,0.0818
0.0289,0.0818
0.0289,0.0927
0.0289,0.0927
0.0289,0.0927
0.0331,0.0927
0.0331,0.1029
0.0331,0.1029
0.0392,0.1029
0.0428,0.1029
0.0428,0.1029
0.0428,0.1058
0.0434,0.1058
0.0434,0.1058
0.0434,0.1058
0.0434,0.1058
0.0453,0.1058
0.0744,0.1058
0.0744,0.1084
0.0744,0.1135
0.0744,0.1177
0.0744,0.1235
0.0797,0.1235
0.0797,0.1235
0.0797,0.1235
0.0797,0.1235
0.0797,0.1294
0.0971,0.1294
0.0971,0.1294
0.0977,0.1294
0.0979,0.1294
0.0993,0.1294
0.0993,0.133
0.0993,0.133
0.0993,0.1435
0.0993,0.1437
0.0993,0.1437
0.0993,0.1437
0.1083,0.1437
0.1083,0.1555
0.1083,0.1555
0.1083,0.1608
0.1245,0.1608
0.1245,0.1608
0.1245,0.1608
0.1245,0.1608
0.1286,0.1608
0.1286,0.1608
0.1286,0.1608
0.1286,0.1608
0.1286,0.1722
0.1363,0.1722
0.1363,0.1722
0.1603,0.1722
0.1733,0.1722
0.1733,0.1739
0.1733,0.175
0.1745,0.175
0.1745,0.175
0.1793,0.175
0.2012,0.175
0.2012,0.1793
0.2012,0.1793
0.2075,0.1793
0.2075,0.1793
0.2075,0.1878
0.2075,0.1878
0.2075,0.1878
0.2075,0.1918
0.2091,0.1918
0.2091,0.1977
0.2163,0.1977
0.2163,0.1977
0.2163,0.1977
0.2163,0.1977
0.2163,0.2079
0.2163,0.2079
0.2163,0.2079
0.2163,0.2133
0.2282,0.2133
0.2282,0.2133
0.2282,0.2133
0.2282,0.222
0.2282,0.222
0.2282,0.2288
0.2282,0.2288
0.2312,0.2288
0.2312,0.2288
0.2312,0.2364
0.2312,0.2414
0.2312,0.2414
0.2312,0.2414
0.2312,0.2414
0.2312,0.2463
0.2545,0.2463
0.2545,0.2463
0.2545,0.253
0.2545,0.253
0.256,0.253
0.256,0.253
0.256,0.253
0.2587,0.253
0.2587,0.253
0.2587,0.2536
0.2587,0.2545
0.2587,0.2613
0.2587,0.2613
0.2587,0.2613
0.2587,0.2613
0.2587,0.266
0.2678,0.266
0.2678,0.266
0.2678,0.266
0.2762,0.266
0.2762,0.2674
0.2762,0.2691
0.2762,0.2691
0.2971,0.2691
0.3034,0.2691
0.3034,0.2766
0.3034,0.2898
0.3034,0.2994
0.3034,0.2994
0.3034,0.2994
0.3034,0.2994
0.3072,0.2994
0.3072,0.3088
0.3093,0.3088
0.3093,0.3088
0.3177,0.3088
0.3177,0.3117
0.3177,0.3117
0.3177,0.3117
0.3177,0.3227
0.3177,0.3227
0.3225,0.3227
0.3225,0.3227
0.3384,0.3227
0.3384,0.3227
0.3384,0.3227
0.3384,0.3227
0.3384,0.3227
0.3384,0.3227
0.3384,0.3238
0.3384,0.3399
0.3384,0.3523
0.3407,0.3523
0.3547,0.3523
0.3547,0.3523
0.3547,0.3523
0.3547,0.3523
0.3547,0.3523
0.3547,0.3523
0.3547,0.3523
0.3558,0.3523
0.3558,0.3523
0.3558,0.3523
0.3558,0.3651
0.3558,0.3651
0.3558,0.3651
0.3611,0.3651
0.3611,0.3651
0.3649,0.3651
0.3649,0.3785
0.3649,0.3785
0.3809,0.3785
0.3809,0.3889
0.3809,0.3889
0.3809,0.3889
0.3809,0.3889
0.3809,0.3889
0.3809,0.389
0.3898,0.389
0.3964,0.389
0.3964,0.3938
0.3964,0.3938
0.3964,0.3938
0.4051,0.3938
0.4051,0.396
0.4097,0.396
0.4097,0.4016
0.4108,0.4016
0.4108,0.4016
0.4108,0.4016
0.4108,0.4016
0.4108,0.4016
0.4108,0.4025
0.4108,0.4025
0.4152,0.4025
0.4152,0.4079
0.4361,0.4079
0.4374,0.4079
0.4374,0.4079
0.4426,0.4079
0.4426,0.4173
0.4426,0.4173
0.4426,0.4173
0.4426,0.4173
0.4426,0.4173
0.4465,0.4173
0.4465,0.4173
0.4465,0.4173
0.4465,0.4173
0.4471,0.4173
0.4471,0.4173
0.4471,0.4173
0.4502,0.4173
0.4502,0.4173
0.4502,0.4173
0.4808,0.4173
0.4808,0.4173
0.4808,0.4173
0.5083,0.4173
0.5083,0.4173
0.5086,0.4173
0.5086,0.4173
0.5086,0.4173
0.5161,0.4173
0.5161,0.4173
0.5161,0.4173
0.5161,0.4257
0.5161,0.4257
0.5161,0.4262
0.5161,0.4262
0.5244,0.4262
0.5244,0.4262
0.5244,0.4288
0.5338,0.4288
0.5462,0.4288
0.5462,0.4288
0.5515,0.4288
0.5515,0.44
0.5515,0.4615
0.5515,0.4615
0.5515,0.4671
0.5515,0.4671
0.5515,0.4831
0.5515,0.4831
0.5515,0.4831
0.5515,0.4831
0.5515,0.4872
0.5515,0.4872
0.5515,0.4872
0.5515,0.494
0.5515,0.494
0.5685,0.494
0.5685,0.5028
0.5685,0.5112
0.5727,0.5112
0.5727,0.5112
0.5727,0.5112
0.5727,0.5112
0.5826,0.5112
0.5826,0.5112
0.5826,0.5112
0.5826,0.5186
0.5826,0.5186
0.6032,0.5186
0.6032,0.5186
0.6116,0.5186
0.6116,0.5279
0.6116,0.5407
0.6116,0.5407
0.6116,0.5407
0.6194,0.5407
0.6194,0.5407
0.6194,0.5407
0.6194,0.5517
0.6194,0.5517
0.6194,0.5517
0.6194,0.5517
0.6194,0.5517
0.6194,0.5617
0.6194,0.5617
0.6288,0.5617
0.631,0.5617
0.643,0.5617
0.643,0.5617
0.643,0.5617
0.643,0.5617
0.643,0.5617
0.643,0.569
0.643,0.569
0.643,0.569
0.643,0.569
0.643,0.569
0.643,0.569
0.643,0.5773
0.6728,0.5773
0.6728,0.5773
0.6728,0.5773
0.6728,0.5837
0.6767,0.5837
0.6767,0.5837
0.6767,0.5923
0.6892,0.5923
0.6892,0.5923
0.6917,0.5923
0.6917,0.5923
0.6917,0.5923
0.6925,0.5923
0.6925,0.5923
0.6925,0.5923
0.6925,0.5923
0.6975,0.5923
0.6975,0.5923
0.6975,0.5923
0.7018,0.5923
0.7044,0.5923
0.7044,0.6032
0.7089,0.6032
0.7089,0.6147
0.7089,0.6177
0.7089,0.6397
0.7089,0.6464
0.7089,0.6491
