alphaH,alphaS
0.001,0.001
0.001,0.0091
0.001,0.0091
0.001,0.0091
0.001,0.0091
0.001,0.0091
0.0094,0.0091
0.0094,0.0091
0.0094,0.0091
0.0094,0.0091
0.0094,0.0091
0.0094,0.0111
0.0094,0.016
0.0094,0.016
0.0158,0.016
0.0158,0.016
0.0158,0.016
0.0187,0.016
0.0248,0.016
0.0349,0.016
0.0349,0.0175
0.0349,0.0175
0.039,0.0175
0.039,0.0211
0.039,0.0211
0.039,0.0211
0.039,0.0211
0.0405,0.0211
0.0569,0.0211
0.0794,0.0211
0.0794,0.0211
0.0808,0.0211
0.092,0.0211
0.092,0.0211
0.1023,0.0211
0.1023,0.0213
0.1023,0.0213
0.1118,0.0213
0.1118,0.0213
0.1141,0.0213
0.1157,0.0213
0.1157,0.0213
0.1231,0.0213
0.1283,0.0213
0.1283,0.0213
0.1283,0.0238
0.1283,0.0326
0.1283,0.0349
0.1283,0.0376
0.1283,0.0487
0.1283,0.0487
0.1283,0.0487
0.132,0.0487
0.1378,0.0487
0.1378,0.0487
0.1378,0.0564
0.1399,0.0564
0.1399,0.0564
0.1399,0.0564
0.1399,0.0564
0.1399,0.0601
0.1399,0.0754
0.1399,0.0754
0.1399,0.0754
0.1565,0.0754
0.1565,0.0778
0.1661,0.0778
0.1661,0.0778
0.1661,0.0817
0.1803,0.0817
0.1803,0.0856
0.1803,0.0867
0.1803,0.0867
0.1803,0.0867
0.1803,0.0932
0.1803,0.0934
0.1803,0.0934
0.1945,0.0934
0.1945,0.1051
0.1945,0.1089
0.1945,0.1138
0.1945,0.1138
0.1945,0.121
0.1945,0.121
0.1945,0.1273
0.1945,0.1372
0.1945,0.1372
0.1945,0.1372
0.1945,0.1598
0.2096,0.1598
0.2096,0.1598
0.2096,0.1598
0.2224,0.1598
0.2224,0.1753
0.227,0.1753
0.227,0.1753
0.227,0.1753
0.2391,0.1753
0.2391,0.1753
0.2527,0.1753
0.2599,0.1753
0.2599,0.1892
0.2599,0.1892
0.27,0.1892
0.2745,0.1892
0.2819,0.1892
0.2819,0.1892
0.2819,0.1892
0.2819,0.1892
0.2819,0.1892
0.2887,0.1892
0.2887,0.1892
0.2887,0.1892
0.2887,0.1892
0.2887,0.192
0.2887,0.192
0.2887,0.1921
0.2887,0.1921
0.2887,0.1921
0.2887,0.1921
0.2887,0.1949
0.2887,0.1968
0.2939,0.1968
0.305,0.1968
0.305,0.2142
0.3066,0.2142
0.3066,0.2198
