omegaH,omegaS
0.001,0.001
0.001,0.0116
0.001,0.0265
0.001,0.0265
0.001,0.0265
0.0111,0.0265
0.0111,0.0429
0.0111,0.0429
0.0111,0.0429
0.0111,0.0429
0.0111,0.0429
0.0111,0.0429
0.0111,0.0669
0.0111,0.0889
0.0111,0.0907
0.0111,0.0907
0.0111,0.0907
0.0162,0.0907
0.0162,0.0907
0.0162,0.1106
0.0349,0.1106
0.0349,0.1192
0.0349,0.1277
0.0349,0.1337
0.0349,0.1443
0.0349,0.1443
0.0389,0.1443
0.0389,0.1512
0.0539,0.1512
0.0539,0.1512
0.0539,0.1554
0.0539,0.161
0.0559,0.161
0.0559,0.161
0.0559,0.161
0.0559,0.1749
0.0559,0.1761
0.0713,0.1761
0.0775,0.1761
0.0775,0.1807
0.0775,0.1807
0.0829,0.1807
0.0829,0.1807
0.0829,0.1807
0.0829,0.182
0.0829,0.1858
0.0829,0.1904
0.0829,0.1925
0.0829,0.1925
0.0829,0.1925
0.0907,0.1925
0.0907,0.2071
0.0907,0.2071
0.0963,0.2071
0.0963,0.2089
0.0989,0.2089
0.0989,0.2089
0.0989,0.2089
0.0989,0.2124
0.0989,0.2124
0.0989,0.2124
0.0989,0.2124
0.0989,0.2124
0.0989,0.2124
0.1129,0.2124
0.1175,0.2124
0.1228,0.2124
0.1312,0.2124
0.1312,0.2124
0.1312,0.2211
0.1312,0.2211
0.1312,0.2211
0.1312,0.2254
0.1312,0.2254
0.1312,0.2254
0.1312,0.2369
0.1312,0.2627
0.1312,0.2758
0.1312,0.2758
0.1312,0.2758
0.1312,0.2762
0.1417,0.2762
0.1417,0.2762
0.1417,0.2762
0.147,0.2762
0.1515,0.2762
0.1515,0.2762
0.1515,0.2835
0.1515,0.2835
0.1515,0.2835
0.1515,0.2861
0.1515,0.2971
0.1515,0.2971
0.1515,0.2971
0.1515,0.3059
0.1565,0.3059
0.1605,0.3059
0.1605,0.3101
0.1605,0.3101
0.1652,0.3101
0.1652,0.3101
0.1652,0.3108
0.1673,0.3108
0.1907,0.3108
0.1907,0.3249
0.1907,0.3249
0.2046,0.3249
0.2046,0.3306
0.2046,0.3306
0.2213,0.3306
0.2213,0.3332
0.2213,0.3378
0.2231,0.3378
0.2231,0.3378
0.2355,0.3378
0.2355,0.3378
0.2424,0.3378
0.2424,0.3472
0.2451,0.3472
0.2451,0.3681
0.2459,0.3681
0.2459,0.3681
0.2459,0.3682
0.2459,0.3783
0.2459,0.3783
0.2459,0.3783
0.2459,0.3946
0.2459,0.3946
0.2459,0.3989
0.2459,0.3989
0.2459,0.4013
0.2459,0.4013
0.2459,0.4013
0.2459,0.4041
0.2459,0.4041
0.2459,0.4096
0.2459,0.4096
0.2459,0.4096
0.2459,0.4117
0.2475,0.4117
0.2475,0.4117
0.2475,0.4117
0.2475,0.4117
0.2679,0.4117
0.2821,0.4117
0.2821,0.4117
0.2821,0.4117
0.2845,0.4117
0.2845,0.4117
0.2845,0.4117
0.2845,0.4123
0.2845,0.4123
0.2921,0.4123
0.2921,0.4205
0.2921,0.4205
0.3012,0.4205
0.3012,0.4316
0.3012,0.4316
0.3012,0.4327
0.3012,0.4327
0.3248,0.4327
0.3248,0.4327
0.3248,0.4327
0.3249,0.4327
0.3249,0.4327
0.3249,0.4429
0.3249,0.4528
0.3249,0.4528
0.3355,0.4528
0.3355,0.4607
0.3355,0.4684
0.3482,0.4684
0.3482,0.4684
0.3482,0.4762
0.3482,0.4842
0.3482,0.4842
0.3482,0.4842
0.3482,0.4842
0.3482,0.4909
0.3482,0.4909
0.351,0.4909
0.3668,0.4909
0.3668,0.4909
0.3668,0.4914
0.3668,0.4914
0.3668,0.4914
0.3668,0.4914
0.3668,0.4942
0.3668,0.4942
0.3668,0.504
0.3668,0.504
0.3668,0.504
0.3668,0.504
0.3668,0.5056
0.3887,0.5056
0.3887,0.5061
0.3887,0.5061
0.3887,0.5061
0.4016,0.5061
0.4016,0.5125
0.4016,0.5125
0.425,0.5125
0.425,0.5125
0.425,0.5125
0.427,0.5125
0.4313,0.5125
0.4313,0.5157
0.4313,0.5157
0.4313,0.5157
0.4313,0.5245
0.4313,0.5245
0.4313,0.5245
0.4313,0.5245
0.4313,0.5295
0.443,0.5295
0.443,0.5295
0.443,0.5295
0.4561,0.5295
0.4561,0.5295
0.4561,0.5295
0.4561,0.5295
0.4654,0.5295
0.4654,0.5295
0.4654,0.5295
0.4654,0.5329
0.4654,0.5367
0.4654,0.5367
0.4654,0.5367
0.4715,0.5367
0.4715,0.5367
0.4715,0.5367
0.4715,0.5367
0.4715,0.5367
0.4788,0.5367
0.4788,0.5406
0.4796,0.5406
0.4796,0.5406
0.4796,0.5406
0.4796,0.5406
0.4796,0.5407
0.4796,0.5407
0.4796,0.5407
0.4805,0.5407
0.4805,0.5407
0.4805,0.5407
0.4805,0.5407
0.4805,0.5407
0.4825,0.5407
0.4906,0.5407
0.4906,0.5407
0.4906,0.5407
0.4906,0.5407
0.4912,0.5407
0.4912,0.5407
0.4912,0.5407
0.4912,0.5482
0.4912,0.5549
0.4912,0.5636
0.4912,0.5636
0.5082,0.5636
0.5082,0.5636
0.5082,0.5837
0.5082,0.5837
0.5082,0.5837
0.5082,0.5856
0.5082,0.5984
0.5082,0.5994
0.5142,0.5994
0.5142,0.5994
0.5142,0.5994
0.5142,0.5994
0.5142,0.5994
0.5142,0.6097
0.5198,0.6097
0.5209,0.6097
0.533,0.6097
0.533,0.6099
0.533,0.6099
0.533,0.6099
0.547,0.6099
0.547,0.6213
0.547,0.6268
0.5494,0.6268
0.5494,0.6268
0.5494,0.6268
0.5494,0.6268
0.5499,0.6268
0.5499,0.6268
0.5522,0.6268
0.5522,0.6268
0.5522,0.6583
0.5522,0.6762
0.5522,0.6762
0.5522,0.6762
0.5522,0.6762
0.5522,0.6762
0.5557,0.6762
0.5557,0.6877
0.5557,0.6877
0.5572,0.6877
0.5638,0.6877
0.5638,0.7044
0.5638,0.7044
0.5638,0.7104
0.5638,0.7281
0.5659,0.7281
0.5689,0.7281
0.5695,0.7281
0.5695,0.7281
0.5701,0.7281
0.5701,0.7281
0.5701,0.7281
0.5701,0.7302
0.5701,0.7302
0.5701,0.7302
0.5701,0.7302
0.5701,0.7302
0.5701,0.734
0.5842,0.734
0.5842,0.734
0.5883,0.734
0.5883,0.734
0.5883,0.734
0.5883,0.734
0.5883,0.734
0.5883,0.734
0.5944,0.734
0.5944,0.7343
0.5944,0.7343
0.5944,0.7343
0.5944,0.7343
0.5944,0.7405
0.5944,0.7405
0.5944,0.7405
0.5944,0.7615
0.5944,0.7615
0.5944,0.7655
0.6021,0.7655
0.6021,0.7701
0.6021,0.7707
0.6021,0.7887
0.6045,0.7887
0.6086,0.7887
0.6086,0.7887
0.6086,0.7887
0.6086,0.7923
0.6086,0.7923
0.6086,0.7923
0.6086,0.7923
0.6086,0.7978
0.6086,0.7997
0.6086,0.7997
0.6086,0.8011
0.6086,0.8011
0.6086,0.8011
0.6086,0.8058
0.6086,0.8058
0.6086,0.8058
0.6086,0.8217
0.6111,0.8217
0.6112,0.8217
0.6112,0.8217
0.6112,0.8392
0.6112,0.8432
0.6112,0.8469
0.6112,0.8526
0.6112,0.8544
0.6112,0.8676
0.6112,0.8704
0.6112,0.875
0.6112,0.875
0.6112,0.875
0.6112,0.8788
0.6112,0.8869
0.6231,0.8869
0.6231,0.8873
0.6231,0.9149
0.6231,0.9202
0.6231,0.9202
0.6231,0.9202
0.6231,0.9202
0.6231,0.9202
0.6231,0.9202
0.6231,0.9277
0.6231,0.9277
0.6231,0.9277
0.6231,0.9277
0.6231,0.9416
0.6362,0.9416
0.6362,0.9483
0.6362,0.9483
0.6362,0.9483
0.6362,0.9676
0.6362,0.9789
0.6362,0.9789
0.6362,0.9789
0.6362,0.9875
0.6362,1.0
