alphaH,alphaS
0.001,0.001
0.0098,0.001
0.0098,0.001
0.0107,0.001
0.0147,0.001
0.0147,0.0053
0.0147,0.0053
0.0189,0.0053
0.0266,0.0053
0.0266,0.0053
0.0266,0.0053
0.0266,0.0111
0.0336,0.0111
0.0336,0.0111
0.0336,0.0228
0.042,0.0228
0.042,0.0237
0.042,0.0237
0.042,0.0237
0.042,0.0429
0.042,0.0432
0.042,0.0432
0.042,0.0506
0.042,0.0671
0.0439,0.0671
0.0439,0.0671
0.0439,0.0683
0.0458,0.0683
0.0458,0.0773
0.0582,0.0773
0.0582,0.0957
0.0582,0.0957
0.0612,0.0957
0.0612,0.0996
0.0612,0.1084
0.0612,0.1084
0.0612,0.1084
0.0722,0.1084
0.0722,0.1084
0.0722,0.1084
0.0722,0.1105
0.091,0.1105
0.091,0.1105
0.091,0.1105
0.091,0.1105
0.091,0.1105
0.091,0.1271
0.091,0.1524
0.091,0.1524
0.1104,0.1524
0.1104,0.1594
0.1104,0.1594
0.1104,0.1594
0.1104,0.1594
0.1104,0.1594
0.1104,0.1594
0.1104,0.166
0.1104,0.1788
0.1104,0.1897
0.1213,0.1897
0.1213,0.1897
0.1213,0.1897
0.1213,0.1897
0.1213,0.2012
0.1213,0.2012
0.1213,0.2012
0.1213,0.2016
0.1294,0.2016
0.1294,0.2016
0.1307,0.2016
0.1307,0.2042
0.1307,0.2042
0.1307,0.2042
0.1307,0.2046
0.1307,0.2046
0.1307,0.2046
0.1307,0.2046
0.1307,0.2085
0.1307,0.2161
0.1307,0.2231
0.1307,0.2251
0.1307,0.2251
0.1307,0.2251
0.1469,0.2251
0.1469,0.227
0.1469,0.227
0.1469,0.227
0.1571,0.227
0.1571,0.2342
0.1571,0.2414
0.1571,0.2414
0.1571,0.2524
0.1663,0.2524
0.1663,0.2524
0.1663,0.2586
0.1663,0.2586
0.1663,0.2589
0.1663,0.2624
0.1667,0.2624
0.1667,0.2624
0.1667,0.2624
0.1667,0.2693
0.1667,0.2693
0.1699,0.2693
0.1699,0.2693
0.1699,0.2693
0.1699,0.2781
0.1699,0.2781
0.1814,0.2781
0.1814,0.2781
0.1814,0.2827
0.1814,0.2827
0.1814,0.2941
0.1814,0.2941
0.1814,0.2941
0.1814,0.2941
0.1814,0.2948
0.1814,0.296
0.1814,0.296
0.1814,0.296
0.1814,0.296
0.1814,0.3099
0.1814,0.3242
0.1917,0.3242
0.1917,0.3242
0.1917,0.3242
0.1917,0.3266
0.1917,0.3266
0.1917,0.3311
0.1917,0.3311
0.1917,0.3603
0.198,0.3603
0.198,0.3603
0.198,0.3754
0.198,0.3754
0.198,0.3754
0.198,0.3754
0.198,0.3887
0.198,0.3887
0.198,0.4004
0.198,0.4004
0.2002,0.4004
0.2002,0.4004
0.2111,0.4004
0.2111,0.41
0.2124,0.41
0.2124,0.41
0.2124,0.4156
0.2124,0.4156
0.2131,0.4156
0.2131,0.4156
0.2131,0.4156
0.2131,0.4156
0.2239,0.4156
0.2239,0.4275
0.2239,0.4275
