alphaH,alphaS
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.0038
0.001,0.0038
0.001,0.0038
0.001,0.0038
0.001,0.0038
0.001,0.0038
0.001,0.0038
0.001,0.0038
0.001,0.0038
0.0056,0.0038
0.0056,0.0038
0.011,0.0038
0.0278,0.0038
0.0278,0.0038
0.0278,0.0038
0.0278,0.0089
0.0286,0.0089
0.0286,0.0171
0.0286,0.0171
0.0302,0.0171
0.0302,0.0171
0.0302,0.0171
0.0308,0.0171
0.0308,0.0337
0.0308,0.0398
0.0308,0.0435
0.0308,0.0435
0.0308,0.0463
0.0308,0.0463
0.0308,0.0554
0.0308,0.0654
0.0308,0.0654
0.0477,0.0654
0.0477,0.0654
0.0477,0.0654
0.0477,0.0807
0.0477,0.0807
0.0501,0.0807
0.0501,0.0807
0.0501,0.1111
0.0501,0.1111
0.0501,0.1148
0.0501,0.1211
0.0501,0.1221
0.0582,0.1221
0.069,0.1221
0.0707,0.1221
0.0707,0.1322
0.0707,0.1322
0.0707,0.1397
0.0707,0.1397
0.0707,0.1397
0.0707,0.1477
0.0707,0.1477
0.0707,0.1477
0.0707,0.1519
0.0707,0.152
0.0707,0.152
0.0707,0.152
0.0707,0.152
0.0707,0.152
0.0707,0.152
0.0707,0.1723
0.0707,0.1723
0.0707,0.1731
0.0707,0.1731
0.0707,0.1742
0.0707,0.1742
0.0795,0.1742
0.0795,0.1825
0.0795,0.1825
0.0795,0.1825
0.0795,0.1825
0.0795,0.1889
0.0795,0.1889
0.0818,0.1889
0.0823,0.1889
0.0823,0.1977
0.0823,0.1977
0.0861,0.1977
0.0861,0.2034
0.0861,0.2134
0.0861,0.2134
0.0861,0.2156
0.0861,0.2156
0.0861,0.2156
0.0861,0.2207
0.1055,0.2207
0.1055,0.2207
0.1055,0.2207
0.1055,0.2207
0.1055,0.2207
0.1055,0.2207
0.1055,0.2226
0.1055,0.2226
0.1055,0.2234
0.1055,0.2273
0.1055,0.2273
0.1055,0.2352
0.1055,0.2541
0.1055,0.2541
0.1055,0.2541
0.1055,0.2548
0.1055,0.2617
0.1055,0.2695
0.1055,0.2695
0.1055,0.2695
0.1129,0.2695
0.1129,0.2695
0.1129,0.2695
0.1131,0.2695
0.1131,0.2831
0.1131,0.2993
0.1131,0.2993
0.1131,0.2993
0.1131,0.2993
0.1131,0.302
0.1131,0.3052
0.1131,0.3298
0.1131,0.3298
0.1131,0.3298
0.1131,0.3298
0.1131,0.3298
0.1131,0.3298
0.1131,0.3298
0.1131,0.3531
0.1131,0.3636
0.1131,0.3636
0.1131,0.3673
0.1131,0.3673
0.1131,0.3673
0.1131,0.3673
0.1131,0.3819
0.1131,0.3819
0.1131,0.39
0.1131,0.39
0.1131,0.39
0.1131,0.3946
0.1131,0.3946
0.1221,0.3946
0.1221,0.4019
0.1221,0.4037
0.1221,0.4079
0.1221,0.4159
0.1221,0.4224
0.1221,0.4281
0.1319,0.4281
0.1319,0.4498
0.1319,0.4498
0.1319,0.4498
0.1331,0.4498
0.1331,0.4498
0.1331,0.4498
0.1333,0.4498
0.1333,0.4505
0.1333,0.4505
0.1374,0.4505
0.1374,0.4505
0.1374,0.4505
0.1374,0.4618
0.1374,0.4618
0.145,0.4618
0.145,0.4618
0.145,0.4618
0.1498,0.4618
0.1498,0.4647
0.1498,0.4662
0.1498,0.4731
0.1518,0.4731
0.1562,0.4731
0.1562,0.4864
0.1562,0.4894
0.1562,0.4894
0.1562,0.4894
0.1562,0.4895
0.1562,0.4895
0.1562,0.4895
0.1598,0.4895
0.1598,0.4895
0.1598,0.494
0.1598,0.494
0.166,0.494
0.166,0.494
0.166,0.512
0.1667,0.512
0.1667,0.515
0.1667,0.5169
0.1667,0.5324
0.1667,0.5324
0.1667,0.5329
0.1667,0.5329
0.1735,0.5329
0.1735,0.5378
0.1735,0.5378
0.1735,0.5443
0.1735,0.5493
0.1753,0.5493
0.1753,0.5495
0.1753,0.5495
0.1753,0.5495
0.1881,0.5495
0.1881,0.5495
0.1881,0.5495
0.1881,0.5495
0.1881,0.5495
0.1881,0.5576
0.1881,0.5843
0.1881,0.5843
0.1881,0.5843
0.1881,0.5843
0.1881,0.5843
0.1881,0.5843
0.1882,0.5843
0.2026,0.5843
0.2209,0.5843
0.2209,0.5843
0.239,0.5843
0.239,0.5843
0.239,0.5843
0.239,0.5888
0.239,0.5888
0.2403,0.5888
0.2403,0.5888
0.2403,0.5888
0.2403,0.5941
0.2403,0.5941
0.2403,0.5941
0.2403,0.5941
0.2403,0.5979
0.2403,0.5979
0.2409,0.5979
0.2468,0.5979
0.2468,0.5979
0.2468,0.6092
0.2468,0.6143
0.2468,0.6143
0.2617,0.6143
0.2625,0.6143
0.2625,0.6143
0.2664,0.6143
0.2664,0.6262
0.2721,0.6262
0.2721,0.6438
0.2721,0.6473
0.2721,0.6527
0.2721,0.6527
0.2721,0.6527
0.2721,0.6527
0.2721,0.6616
0.2721,0.6616
0.2721,0.6616
0.2753,0.6616
0.2753,0.6616
0.2753,0.6616
0.2753,0.6616
0.2753,0.6616
0.289,0.6616
0.2973,0.6616
0.2973,0.6616
0.2973,0.6616
0.3057,0.6616
0.3057,0.673
0.3057,0.673
0.3057,0.673
0.3057,0.673
0.3057,0.673
0.3057,0.673
0.3057,0.6812
0.3057,0.6812
0.3057,0.6812
0.3057,0.6812
0.3057,0.6917
0.3057,0.6917
0.3057,0.6917
0.3057,0.6917
0.3149,0.6917
0.3149,0.692
0.3149,0.692
0.3215,0.692
0.3215,0.692
0.3215,0.692
0.3215,0.692
0.3215,0.6934
0.3215,0.7009
0.3237,0.7009
0.3237,0.7009
0.3237,0.7071
0.3237,0.7071
0.3237,0.7133
0.3237,0.7328
0.3237,0.7328
0.3354,0.7328
0.3354,0.7328
0.3354,0.7328
0.3511,0.7328
0.3511,0.7328
0.3511,0.7328
0.3511,0.7328
0.3511,0.7328
0.3511,0.756
0.3511,0.756
0.3511,0.756
0.3511,0.756
0.3605,0.756
0.3703,0.756
0.3743,0.756
0.3743,0.756
0.3743,0.756
0.3743,0.756
0.3743,0.756
0.3781,0.756
0.3781,0.756
0.3781,0.756
0.3781,0.7601
0.3781,0.7601
0.3781,0.7601
0.3781,0.7601
0.3781,0.7601
0.3781,0.7601
0.3781,0.7603
0.3973,0.7603
0.3973,0.7628
0.3973,0.7628
0.4068,0.7628
0.407,0.7628
0.407,0.7628
0.407,0.7628
0.407,0.7756
0.407,0.7756
0.407,0.7756
0.407,0.7829
0.407,0.7829
0.407,0.7829
0.407,0.7829
0.407,0.7829
0.407,0.7829
0.4126,0.7829
0.4126,0.7829
0.4126,0.7829
0.4126,0.7868
