alphaH,alphaS
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.0112
0.001,0.0112
0.001,0.0112
0.001,0.0205
0.001,0.0205
0.001,0.0247
0.001,0.0273
0.001,0.0361
0.001,0.0399
0.001,0.0419
0.001,0.0527
0.001,0.0527
0.001,0.0572
0.001,0.0572
0.001,0.0572
0.001,0.0612
0.001,0.0612
0.001,0.0612
0.001,0.0612
0.0026,0.0612
0.0079,0.0612
0.0079,0.0704
0.0079,0.0704
0.0079,0.08
0.0162,0.08
0.0229,0.08
0.0343,0.08
0.0343,0.08
0.0484,0.08
0.0484,0.0912
0.0484,0.0912
0.0484,0.0912
0.0707,0.0912
0.0707,0.0912
0.0707,0.0987
0.0707,0.0987
0.0707,0.0987
0.0707,0.0987
0.0813,0.0987
0.0813,0.0987
0.0813,0.0987
0.0813,0.1025
0.0813,0.1025
0.0813,0.1071
0.0813,0.1071
0.0813,0.1082
0.0894,0.1082
0.0894,0.1082
0.0894,0.1124
0.0894,0.1124
0.0894,0.1262
0.0894,0.1262
0.0939,0.1262
0.0939,0.1262
0.0939,0.1318
0.0939,0.1389
0.1023,0.1389
0.1023,0.1402
0.1023,0.1402
0.1023,0.1436
0.1023,0.1436
0.1023,0.1642
0.1023,0.1642
0.1023,0.1642
0.1023,0.1642
0.1023,0.1642
0.1023,0.1839
0.1023,0.1857
0.1023,0.1857
0.1023,0.1917
0.1023,0.1977
0.1023,0.1977
0.1023,0.1977
0.1023,0.1977
0.1023,0.1977
0.1061,0.1977
0.1061,0.1977
0.1061,0.1977
0.1061,0.2108
0.1061,0.2108
0.1149,0.2108
0.1149,0.2108
0.1149,0.2202
0.1149,0.2202
0.1149,0.2315
0.1149,0.2315
0.1149,0.2322
0.1149,0.2454
0.1149,0.2454
0.1149,0.2496
0.1149,0.2496
0.1149,0.2496
0.1149,0.2496
0.1149,0.2496
0.1149,0.2496
0.1149,0.256
0.1149,0.2572
0.1149,0.2572
0.1149,0.2572
0.1149,0.2572
0.1149,0.2572
0.1149,0.2623
0.1149,0.27
0.1291,0.27
0.1291,0.27
0.1291,0.27
0.1291,0.2763
0.1291,0.2926
0.1291,0.2926
0.1291,0.2926
0.1291,0.2926
0.1291,0.3003
0.1291,0.3003
0.1291,0.3003
0.1291,0.3003
0.1332,0.3003
0.1356,0.3003
0.1356,0.302
0.1356,0.302
0.1458,0.302
0.1458,0.302
0.1458,0.302
0.1458,0.3151
0.1458,0.3171
0.1458,0.3171
0.1458,0.3171
0.1458,0.3289
0.1458,0.3391
0.1458,0.3429
0.1458,0.3429
0.1458,0.3554
0.1458,0.3554
0.1458,0.3818
0.1458,0.3818
0.1458,0.3857
0.1487,0.3857
0.1499,0.3857
0.1547,0.3857
0.1547,0.3886
0.1547,0.3927
0.1547,0.4022
0.1547,0.4022
0.1547,0.4048
0.1547,0.4106
0.1547,0.4106
0.1547,0.4106
0.1547,0.4106
0.1547,0.4106
0.1547,0.4106
0.1547,0.4237
0.1547,0.4237
0.1547,0.4237
0.1547,0.4237
0.1547,0.4264
0.1547,0.4264
0.1547,0.4264
0.1547,0.4272
0.1547,0.4272
0.1547,0.4387
0.1547,0.4387
0.1547,0.4387
0.1547,0.4387
0.1632,0.4387
0.1632,0.4387
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4413
0.1632,0.4512
0.1632,0.4538
0.1632,0.4538
0.172,0.4538
0.172,0.4538
0.172,0.4543
0.184,0.4543
0.184,0.4543
0.184,0.4585
0.184,0.4585
0.184,0.459
0.184,0.459
0.184,0.464
0.184,0.464
0.184,0.464
0.1986,0.464
0.2098,0.464
0.2098,0.464
0.2098,0.464
0.2098,0.464
0.2098,0.464
0.2098,0.4897
0.2098,0.4897
0.2098,0.491
0.2098,0.491
0.2098,0.491
0.2098,0.491
0.2098,0.491
0.2098,0.5017
0.2098,0.5017
0.2098,0.5017
0.2098,0.5049
0.2098,0.5137
0.2098,0.5137
0.2181,0.5137
0.2236,0.5137
0.2236,0.5224
0.2236,0.5224
0.2236,0.5224
0.2236,0.5417
0.2275,0.5417
0.2378,0.5417
0.2378,0.5543
0.2378,0.5543
0.2509,0.5543
0.2509,0.5732
0.2511,0.5732
0.2511,0.5732
0.254,0.5732
0.254,0.5732
0.254,0.5732
0.254,0.5732
0.254,0.5764
0.254,0.5783
0.2558,0.5783
0.2558,0.5783
0.2558,0.5783
0.256,0.5783
0.256,0.5783
0.256,0.5783
0.256,0.5783
0.256,0.5783
0.256,0.5783
0.2617,0.5783
0.2617,0.5783
0.2617,0.5835
0.2653,0.5835
0.2653,0.5835
0.2653,0.5855
0.2653,0.5938
0.2653,0.5938
0.2653,0.5938
0.2653,0.605
0.2653,0.6119
0.2653,0.6152
0.2685,0.6152
0.2685,0.6152
0.2685,0.6152
0.2685,0.6152
0.2685,0.6195
0.2685,0.6195
0.2685,0.6195
0.2685,0.6195
0.2685,0.631
0.2685,0.631
0.2772,0.631
0.2772,0.631
0.2772,0.631
0.2772,0.631
0.2772,0.631
0.2772,0.6361
0.2772,0.6361
0.2772,0.6361
0.2772,0.6361
0.2772,0.6447
0.2872,0.6447
0.2872,0.6537
0.2872,0.6537
0.2872,0.6537
0.2872,0.6545
0.2889,0.6545
0.2889,0.6545
0.2925,0.6545
0.2925,0.6545
0.2925,0.6545
0.2925,0.6545
0.2925,0.6604
0.2925,0.6604
0.2925,0.6647
0.3029,0.6647
0.3029,0.6767
0.3029,0.6767
0.3029,0.6811
0.3029,0.6811
0.3029,0.7048
0.3029,0.7048
0.3029,0.7162
0.3029,0.7162
0.3173,0.7162
0.3173,0.7349
0.3173,0.7406
0.3173,0.7547
0.3173,0.7547
0.3173,0.7651
0.3173,0.7651
0.3173,0.7651
0.3211,0.7651
0.3211,0.7651
0.3211,0.7755
0.339,0.7755
0.339,0.7755
0.339,0.7755
0.339,0.7755
0.339,0.7755
0.339,0.7855
0.339,0.7855
0.339,0.7897
0.339,0.7905
0.339,0.7918
0.339,0.7974
0.339,0.7974
0.339,0.7974
0.3435,0.7974
0.3435,0.7974
0.3453,0.7974
0.3453,0.7974
0.3453,0.7974
0.3453,0.8049
0.3453,0.8049
0.3597,0.8049
0.3597,0.8165
0.3597,0.8165
0.3597,0.8165
0.3597,0.8178
0.3597,0.8178
0.3664,0.8178
0.3795,0.8178
0.3795,0.8178
0.3795,0.8277
0.3795,0.8412
0.3795,0.8412
0.3795,0.8412
0.3821,0.8412
0.3821,0.8507
0.3821,0.8534
0.3821,0.861
