omegaH,omegaS
0.001,0.001
0.0061,0.001
0.0061,0.001
0.0061,0.001
0.0061,0.0137
0.0061,0.0185
0.0061,0.0292
0.0061,0.0359
0.0061,0.0469
0.0074,0.0469
0.0074,0.0469
0.0074,0.0469
0.0074,0.0611
0.0074,0.0611
0.0074,0.0684
0.0351,0.0684
0.0351,0.0684
0.0351,0.0684
0.0382,0.0684
0.0382,0.0684
0.0382,0.0684
0.044,0.0684
0.044,0.0684
0.0446,0.0684
0.0446,0.0684
0.0446,0.0684
0.0446,0.0684
0.0446,0.0684
0.0446,0.0785
0.0446,0.0785
0.0458,0.0785
0.0458,0.0908
0.0458,0.0955
0.0458,0.0955
0.0458,0.1017
0.0465,0.1017
0.0554,0.1017
0.0554,0.12
0.0554,0.1227
0.0554,0.1237
0.0554,0.1237
0.0705,0.1237
0.0727,0.1237
0.0727,0.1237
0.0815,0.1237
0.0815,0.1383
0.0885,0.1383
0.0885,0.1392
0.0885,0.1496
0.0885,0.1496
0.0885,0.1496
0.0999,0.1496
0.0999,0.1496
0.0999,0.1496
0.0999,0.1496
0.1085,0.1496
0.1085,0.1512
0.1085,0.1512
0.1085,0.1512
0.1085,0.1512
0.1085,0.1604
0.1085,0.1604
0.1283,0.1604
0.1283,0.1684
0.1283,0.1684
0.1283,0.1726
0.1283,0.1834
0.1283,0.1834
0.1283,0.1834
0.1283,0.1834
0.1283,0.1834
0.1283,0.1834
0.1283,0.1835
0.1283,0.1835
0.1283,0.1919
0.1283,0.1919
0.1283,0.1919
0.1283,0.1919
0.1283,0.1973
0.1493,0.1973
0.1493,0.1973
0.1493,0.1973
0.1493,0.1973
0.1493,0.1977
0.1493,0.1977
0.1493,0.1977
0.1493,0.1977
0.1493,0.1977
0.1493,0.1977
0.1493,0.2109
0.1493,0.2109
0.1493,0.2109
0.1493,0.2109
0.1493,0.2109
0.1493,0.2109
0.1571,0.2109
0.1571,0.2291
0.1571,0.2291
0.1571,0.2291
0.1571,0.2291
0.1571,0.2398
0.1571,0.2398
0.1571,0.2398
0.1574,0.2398
0.1574,0.2398
0.1574,0.2398
0.1574,0.2535
0.1574,0.2535
0.1574,0.2535
0.1574,0.2535
0.1574,0.2535
0.1615,0.2535
0.1699,0.2535
0.1699,0.2535
0.1699,0.2535
0.1699,0.2535
0.1821,0.2535
0.1821,0.258
0.1821,0.258
0.1821,0.265
0.1826,0.265
0.1826,0.2814
0.185,0.2814
0.185,0.2814
0.185,0.2814
0.185,0.2837
0.185,0.2837
0.185,0.2837
0.185,0.2837
0.185,0.2837
0.185,0.2837
0.185,0.2837
0.185,0.2837
0.185,0.2964
0.185,0.3096
0.1888,0.3096
0.1921,0.3096
0.1921,0.3096
0.1977,0.3096
0.1977,0.3302
0.1977,0.3302
0.2093,0.3302
0.2093,0.3302
0.2093,0.3307
0.2093,0.3307
0.2093,0.3369
0.2093,0.3464
0.2093,0.3464
0.2102,0.3464
0.231,0.3464
0.231,0.3464
0.231,0.3464
0.231,0.3537
0.231,0.3537
0.231,0.3537
0.231,0.3537
0.231,0.3637
0.231,0.3637
0.231,0.3658
0.231,0.3726
0.231,0.3927
0.231,0.3927
0.231,0.3927
0.231,0.4159
0.231,0.4184
0.2369,0.4184
0.2369,0.4205
0.2369,0.4205
0.2369,0.4205
0.2369,0.4205
0.2369,0.4205
0.2369,0.4325
0.2369,0.4383
0.2369,0.4383
0.2369,0.4385
0.2381,0.4385
0.2381,0.4385
0.2381,0.4385
0.2381,0.4385
0.2381,0.4417
0.2381,0.4417
0.2476,0.4417
0.2476,0.4417
0.2476,0.4596
0.2476,0.4596
0.2476,0.4596
0.2476,0.463
0.2476,0.463
0.2476,0.4663
0.2476,0.4663
0.2476,0.4663
0.2476,0.4663
0.2476,0.4663
0.2476,0.4663
0.2556,0.4663
0.2556,0.4798
0.2556,0.4798
0.2556,0.4798
0.2556,0.4916
0.2556,0.4916
0.2556,0.5016
0.2556,0.5016
