omegaH,omegaS
0.001,0.001
0.001,0.001
0.001,0.006
0.001,0.0229
0.001,0.0229
0.001,0.0357
0.001,0.0357
0.001,0.0357
0.001,0.0357
0.001,0.0357
0.001,0.0357
0.01,0.0357
0.01,0.0357
0.0234,0.0357
0.0234,0.0357
0.0322,0.0357
0.0322,0.0357
0.0322,0.0357
0.0411,0.0357
0.0411,0.0357
0.0411,0.0357
0.0411,0.0402
0.0411,0.0518
0.049,0.0518
0.049,0.0518
0.049,0.0518
0.049,0.0532
0.055,0.0532
0.055,0.0532
0.055,0.0532
0.055,0.0532
0.055,0.0722
0.055,0.0817
0.055,0.0817
0.055,0.0817
0.055,0.0869
0.055,0.0869
0.055,0.0923
0.055,0.0923
0.0571,0.0923
0.0651,0.0923
0.0665,0.0923
0.0665,0.0923
0.0665,0.0973
0.0665,0.0973
0.0689,0.0973
0.0689,0.0989
0.0689,0.1084
0.0689,0.1084
0.0689,0.1089
0.0689,0.1089
0.0689,0.1089
0.0689,0.1089
0.0689,0.1205
0.0689,0.124
0.0693,0.124
0.0693,0.1305
0.0696,0.1305
0.0696,0.1432
0.0696,0.1432
0.0696,0.1432
0.0696,0.1432
0.0696,0.1432
0.0696,0.1432
0.0696,0.1475
0.0696,0.1475
0.0696,0.1511
0.0883,0.1511
0.0883,0.1539
0.0894,0.1539
0.1066,0.1539
0.1066,0.1539
0.1066,0.1539
0.1066,0.1539
0.1066,0.1539
0.1066,0.1539
0.1236,0.1539
0.1236,0.1572
0.1236,0.1572
0.142,0.1572
0.142,0.1572
0.142,0.1572
0.1516,0.1572
0.1516,0.1648
0.1516,0.1648
0.1516,0.1838
0.1525,0.1838
0.1525,0.1985
0.1593,0.1985
0.1593,0.1985
0.1593,0.1985
0.1661,0.1985
0.1661,0.2236
0.1661,0.2306
0.1661,0.2306
0.1661,0.2306
0.1661,0.2306
0.1661,0.2445
0.1661,0.2445
0.1661,0.2445
0.1661,0.2445
0.1661,0.2445
0.1693,0.2445
0.1693,0.2531
0.1693,0.2539
0.1693,0.266
0.1693,0.266
0.1693,0.2671
0.1693,0.2671
0.1693,0.2865
0.1693,0.2865
0.1693,0.2875
0.1937,0.2875
0.1937,0.2875
0.1937,0.2958
0.1937,0.2958
0.1937,0.297
0.1937,0.2988
0.1951,0.2988
0.1951,0.2988
0.2052,0.2988
0.2052,0.31
0.2092,0.31
0.2098,0.31
0.2098,0.3123
0.2098,0.3123
0.2098,0.3154
0.2098,0.3154
0.2098,0.3251
0.2098,0.3251
0.2098,0.3341
0.2098,0.3441
0.2127,0.3441
0.2127,0.3656
0.2127,0.3656
0.2239,0.3656
0.2239,0.3656
0.2239,0.3656
0.2239,0.3656
0.2239,0.3656
0.2239,0.3656
0.2239,0.3656
0.2239,0.3656
0.2247,0.3656
0.2247,0.3656
0.2247,0.3656
0.2247,0.3656
0.2247,0.3656
0.2247,0.3656
0.2247,0.3761
0.2247,0.3761
0.2247,0.382
0.2247,0.382
0.2247,0.382
0.2247,0.382
0.2247,0.382
0.2247,0.3855
0.2247,0.3898
0.2247,0.399
0.2247,0.399
0.2247,0.399
0.24,0.399
0.2426,0.399
0.2426,0.3992
0.2426,0.3992
0.2426,0.3992
0.2426,0.4043
0.2506,0.4043
0.2686,0.4043
0.2705,0.4043
0.2705,0.4043
0.2718,0.4043
0.2718,0.4043
0.2922,0.4043
0.2922,0.4043
0.2922,0.4043
0.2922,0.4097
0.2936,0.4097
0.2936,0.4097
0.2936,0.4097
0.2936,0.4097
0.2936,0.4097
0.2936,0.4097
0.2936,0.4295
0.2936,0.4364
0.2936,0.4408
0.2936,0.4408
0.3008,0.4408
0.3008,0.4504
0.3008,0.4607
0.3008,0.4693
0.3075,0.4693
0.3141,0.4693
0.3141,0.4797
0.3141,0.4797
0.3191,0.4797
0.3191,0.4797
0.3191,0.4797
0.3191,0.4797
0.3191,0.4833
0.3191,0.4838
0.3191,0.4838
0.3191,0.4838
0.3191,0.4857
0.3191,0.4857
0.3191,0.4911
0.3191,0.5048
0.3191,0.5048
0.3191,0.5048
0.3191,0.5048
0.3191,0.5124
0.3191,0.5124
0.3191,0.5124
0.3191,0.5124
0.3191,0.5218
0.3191,0.5218
0.3191,0.5311
0.3191,0.5311
0.3191,0.5311
0.3191,0.5311
0.3191,0.5363
0.3191,0.5363
0.3191,0.5443
0.3191,0.5443
0.3191,0.5443
0.3191,0.5457
0.3191,0.5457
0.3191,0.5457
0.3191,0.5457
0.3191,0.5457
0.3191,0.5457
0.3279,0.5457
0.3358,0.5457
0.3358,0.5496
0.3358,0.5578
0.3358,0.5578
0.3358,0.5798
0.3358,0.5798
0.3358,0.5798
0.3369,0.5798
0.3369,0.5855
0.3405,0.5855
0.3405,0.5985
0.3405,0.5985
0.3512,0.5985
0.3512,0.5985
0.3512,0.5985
0.3685,0.5985
0.3716,0.5985
0.3716,0.5985
0.3716,0.5985
0.3716,0.602
0.3776,0.602
0.3776,0.6035
0.3776,0.6066
0.3776,0.6126
0.3776,0.6126
0.3776,0.6212
0.3804,0.6212
0.3804,0.626
0.3804,0.626
0.3804,0.6266
0.3842,0.6266
0.3842,0.6326
0.3842,0.641
0.3842,0.641
0.3842,0.6423
0.3842,0.6423
0.3842,0.6423
0.3842,0.6423
0.3842,0.6423
0.3842,0.6484
0.3842,0.6608
0.3842,0.6626
0.3842,0.6648
0.3842,0.6648
0.3842,0.6709
0.3842,0.6827
0.3842,0.6827
0.3842,0.6827
0.3842,0.6943
0.3842,0.7062
0.3853,0.7062
0.3952,0.7062
0.3952,0.7062
0.3952,0.7062
0.3952,0.7172
0.4119,0.7172
0.4119,0.7172
0.4119,0.7303
0.4119,0.747
0.4119,0.747
0.4119,0.7558
0.4185,0.7558
0.4185,0.757
0.4185,0.757
0.4185,0.7625
0.4185,0.7625
0.4185,0.7625
0.4185,0.7625
0.4185,0.7625
0.4185,0.775
0.4185,0.7896
0.4339,0.7896
0.4339,0.7896
0.4339,0.7942
0.4339,0.8011
0.4339,0.8089
0.4339,0.8164
0.4339,0.8164
0.4339,0.8189
0.4339,0.8189
0.4339,0.826
0.4339,0.826
0.4339,0.8397
0.4339,0.8397
0.4391,0.8397
0.4391,0.8419
0.4391,0.851
0.4391,0.8512
0.441,0.8512
0.441,0.8705
0.4449,0.8705
0.4449,0.8739
0.4449,0.8763
0.4449,0.8763
0.4449,0.8776
0.447,0.8776
0.447,0.8776
0.447,0.8776
0.447,0.8776
0.447,0.8776
0.447,0.8776
0.447,0.8776
0.447,0.8776
0.4512,0.8776
0.4512,0.8776
0.4512,0.888
0.4552,0.888
0.4552,0.888
0.4552,0.888
0.4628,0.888
0.4628,0.8972
