omegaH,omegaS
0.001,0.001
0.0023,0.001
0.0047,0.001
0.0047,0.001
0.0047,0.001
0.0047,0.001
0.0047,0.001
0.0047,0.0038
0.0047,0.0153
0.018,0.0153
0.018,0.0169
0.0225,0.0169
0.0225,0.0169
0.0225,0.0169
0.0225,0.0169
0.0225,0.0302
0.0225,0.0302
0.0225,0.0302
0.0288,0.0302
0.0288,0.0302
0.0288,0.0457
0.0288,0.0552
0.0288,0.0584
0.0288,0.0584
0.0288,0.0634
0.0288,0.0634
0.0288,0.0634
0.0288,0.0634
0.0288,0.0634
0.0288,0.0641
0.0342,0.0641
0.0342,0.0641
0.0342,0.0716
0.0342,0.0716
0.0342,0.0723
0.0342,0.0723
0.0342,0.0723
0.0342,0.0822
0.0342,0.0822
0.0342,0.0822
0.0342,0.0869
0.0342,0.0869
0.0342,0.0869
0.048,0.0869
0.051,0.0869
0.051,0.0869
0.051,0.0869
0.051,0.0976
0.051,0.1013
0.051,0.1052
0.051,0.1132
0.051,0.1175
0.051,0.1475
0.0518,0.1475
0.0518,0.1526
0.0518,0.1648
0.0518,0.1648
0.0755,0.1648
0.0755,0.1751
0.0865,0.1751
0.0936,0.1751
0.0936,0.1795
0.0936,0.1795
0.1129,0.1795
0.1328,0.1795
0.1328,0.1795
0.1328,0.1892
0.1328,0.2101
0.1426,0.2101
0.1426,0.2101
0.1426,0.2166
0.1426,0.2266
0.1426,0.2387
0.1426,0.2387
0.1426,0.2387
0.1426,0.2387
0.1426,0.2708
0.1426,0.2844
0.1426,0.2844
0.1426,0.2844
0.1426,0.2988
0.1426,0.3027
0.1426,0.3031
0.1426,0.3031
0.1426,0.3181
0.1426,0.3181
0.1501,0.3181
0.1501,0.3276
0.1596,0.3276
0.1596,0.3276
0.1646,0.3276
0.1646,0.3358
0.1733,0.3358
0.1733,0.3358
0.1733,0.3358
0.1733,0.3358
0.1733,0.3358
0.1733,0.3358
0.1733,0.3358
0.1733,0.3358
0.1733,0.3358
0.1733,0.3358
0.1733,0.3404
0.1733,0.3471
0.1733,0.3471
0.1733,0.3646
0.1733,0.3786
0.1733,0.3786
0.1733,0.3941
0.1733,0.3941
0.1733,0.3987
0.1733,0.3987
0.1733,0.3987
0.1903,0.3987
0.1903,0.4016
0.1903,0.4016
0.1903,0.4016
0.1903,0.4016
0.1903,0.4016
0.1903,0.4016
0.1903,0.4126
0.1903,0.4126
0.1903,0.4165
0.1903,0.4165
0.2098,0.4165
0.2098,0.4181
0.2098,0.4181
0.2098,0.4181
0.2098,0.4181
0.2098,0.4181
0.2098,0.4181
0.2098,0.4181
0.2098,0.4181
0.2098,0.4181
