omegaH,omegaS
0.001,0.001
0.001,0.001
0.001,0.0096
0.001,0.0096
0.001,0.0221
0.001,0.0221
0.0072,0.0221
0.0072,0.0394
0.0072,0.0394
0.0072,0.0396
0.0318,0.0396
0.0318,0.0396
0.0318,0.0396
0.0318,0.0437
0.0396,0.0437
0.0442,0.0437
0.0442,0.0437
0.0442,0.0437
0.0442,0.0437
0.0442,0.0603
0.0634,0.0603
0.0634,0.0603
0.0634,0.0603
0.0634,0.0626
0.0634,0.0626
0.0634,0.0716
0.0721,0.0716
0.0797,0.0716
0.0881,0.0716
0.0881,0.0716
0.0881,0.0716
0.0881,0.0897
0.0881,0.0897
0.0901,0.0897
0.0901,0.0897
0.1071,0.0897
0.1071,0.0988
0.1071,0.1226
0.1137,0.1226
0.1282,0.1226
0.1282,0.1226
0.1282,0.1226
0.1282,0.1226
0.1282,0.1327
0.1491,0.1327
0.1491,0.1415
0.1564,0.1415
0.1564,0.1497
0.1817,0.1497
0.1817,0.1497
0.1929,0.1497
0.1929,0.1595
0.1929,0.1606
0.1929,0.1606
0.1973,0.1606
0.2008,0.1606
0.2084,0.1606
0.2084,0.1606
0.2084,0.1737
0.2084,0.1737
0.2084,0.1737
0.212,0.1737
0.212,0.1737
0.212,0.1737
0.212,0.1737
0.212,0.1858
0.212,0.1858
0.212,0.1966
0.212,0.1966
0.2123,0.1966
0.2123,0.2019
0.2123,0.2019
0.225,0.2019
0.225,0.204
0.225,0.2122
0.225,0.2166
0.2284,0.2166
0.2284,0.2166
0.2284,0.2166
0.2284,0.2166
0.2284,0.2166
0.2284,0.2166
0.2284,0.2383
0.2284,0.2394
0.2329,0.2394
0.2329,0.2394
0.2345,0.2394
0.2345,0.2394
0.2345,0.2437
0.2345,0.2437
0.2345,0.2437
0.2345,0.244
0.2371,0.244
0.2371,0.244
0.2371,0.244
0.2371,0.244
0.2371,0.244
0.2371,0.247
0.2391,0.247
0.2391,0.247
0.2391,0.247
0.2406,0.247
0.2407,0.247
0.2407,0.247
0.2407,0.247
0.2407,0.2593
0.2542,0.2593
0.2542,0.2793
0.2542,0.2793
0.2663,0.2793
0.2743,0.2793
0.2804,0.2793
0.2804,0.2928
0.283,0.2928
0.2839,0.2928
0.2839,0.2928
0.2839,0.2928
0.2839,0.2928
0.2839,0.2928
0.2839,0.2928
0.2839,0.298
0.2912,0.298
0.2912,0.298
0.2912,0.298
0.2982,0.298
0.2982,0.3037
0.2982,0.3049
0.2982,0.3049
0.3043,0.3049
0.3043,0.3049
0.3043,0.3063
0.3043,0.3063
0.3043,0.3063
0.3043,0.3063
0.3043,0.3111
0.3043,0.3111
0.3043,0.3111
0.3043,0.3111
0.3043,0.3226
0.3043,0.3226
0.309,0.3226
0.309,0.3226
0.309,0.3226
0.309,0.3226
0.3182,0.3226
0.3182,0.3226
0.3182,0.3226
0.3182,0.3226
0.3229,0.3226
0.3229,0.323
0.3229,0.323
0.3297,0.323
0.3297,0.3328
0.3297,0.3328
0.3297,0.3328
0.3297,0.3387
0.3339,0.3387
0.3339,0.3477
0.3339,0.3477
0.3339,0.3477
0.3339,0.3477
0.3339,0.3477
0.3339,0.3477
0.3401,0.3477
0.3401,0.3477
0.3445,0.3477
0.3445,0.3477
0.3445,0.3477
0.3445,0.3477
0.355,0.3477
0.355,0.3477
0.355,0.3477
0.355,0.3665
0.355,0.3665
0.355,0.3665
0.355,0.3701
0.355,0.3701
0.355,0.3701
0.355,0.3746
0.355,0.3746
0.355,0.3746
0.355,0.3746
0.355,0.3832
0.355,0.3832
0.355,0.3856
0.3579,0.3856
0.3579,0.3856
0.3579,0.388
0.3579,0.388
0.3626,0.388
0.3626,0.3957
0.374,0.3957
0.374,0.3957
0.3825,0.3957
0.3825,0.3977
0.3825,0.3977
0.3825,0.3977
0.3825,0.3977
0.3825,0.4015
0.3825,0.4018
0.3825,0.4018
0.3835,0.4018
0.3835,0.4018
0.3835,0.407
0.3835,0.407
0.3835,0.407
0.3835,0.407
0.3835,0.4237
0.3835,0.4237
0.3835,0.4408
0.3835,0.4408
0.3835,0.4625
0.3835,0.4634
0.3942,0.4634
0.3942,0.4634
0.3942,0.4634
0.4066,0.4634
0.4176,0.4634
0.4176,0.4634
0.4248,0.4634
0.4329,0.4634
0.4329,0.4634
0.4329,0.4747
0.4329,0.4747
0.4329,0.4747
0.4405,0.4747
0.4405,0.4747
0.4405,0.4817
0.4405,0.4817
0.4405,0.483
0.4495,0.483
0.4495,0.4913
0.4495,0.4913
0.4495,0.4913
0.4495,0.5008
0.4495,0.5096
0.4495,0.5096
0.4495,0.5096
0.4495,0.52
0.4647,0.52
0.4711,0.52
0.481,0.52
0.481,0.52
0.481,0.52
0.481,0.5287
0.481,0.5287
0.4812,0.5287
0.4812,0.5287
0.4812,0.5287
0.4812,0.5287
0.4812,0.5333
0.4812,0.5375
0.4812,0.5403
0.4812,0.5403
0.4812,0.5403
0.4899,0.5403
0.4899,0.546
0.4899,0.546
0.4899,0.5468
0.4899,0.5496
0.4899,0.5496
0.4933,0.5496
0.5047,0.5496
0.5047,0.5496
0.5047,0.5573
0.5047,0.5573
0.5198,0.5573
0.5198,0.5573
0.5198,0.5573
0.5198,0.5573
0.5408,0.5573
0.5408,0.5573
0.5408,0.5574
0.5408,0.5574
0.5408,0.5574
0.5461,0.5574
0.5461,0.5574
0.5461,0.5574
0.5461,0.5574
0.5461,0.5574
0.5461,0.5574
0.5461,0.5574
0.5461,0.5705
0.5461,0.5705
0.5502,0.5705
0.5622,0.5705
0.5622,0.5705
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5622,0.5827
0.5756,0.5827
0.5871,0.5827
0.6048,0.5827
0.6048,0.5827
0.6048,0.5827
0.6081,0.5827
0.6081,0.5937
0.6081,0.5937
0.6081,0.5937
0.6101,0.5937
0.6101,0.5937
0.6101,0.5937
0.6101,0.5937
0.6101,0.5937
0.6227,0.5937
0.6227,0.5937
0.6227,0.5937
0.6227,0.5937
0.6227,0.5969
0.6227,0.5969
0.6429,0.5969
0.6429,0.6051
0.6429,0.6051
0.6429,0.6051
0.6429,0.6297
0.6429,0.6297
0.6572,0.6297
0.6572,0.6341
0.6572,0.6341
0.6572,0.6341
0.6572,0.6341
0.6611,0.6341
0.6611,0.6341
0.6611,0.6396
0.6611,0.6396
0.6611,0.6396
0.6611,0.6396
0.6611,0.6396
0.6611,0.6396
0.6611,0.6543
0.6611,0.6543
0.6762,0.6543
