omegaH,omegaS
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.0099
0.001,0.0099
0.001,0.0176
0.001,0.0176
0.0321,0.0176
0.0321,0.0176
0.0321,0.0176
0.0321,0.0176
0.0321,0.0289
0.0321,0.0289
0.0355,0.0289
0.0397,0.0289
0.0397,0.0448
0.0397,0.0448
0.0397,0.0448
0.0397,0.062
0.0397,0.0634
0.0397,0.0634
0.0397,0.0634
0.0397,0.0744
0.0397,0.0744
0.0397,0.0744
0.0397,0.0744
0.0397,0.0812
0.0397,0.0812
0.045,0.0812
0.045,0.0812
0.0474,0.0812
0.0474,0.0916
0.0474,0.1043
0.0675,0.1043
0.0675,0.1169
0.0715,0.1169
0.0731,0.1169
0.0731,0.1169
0.0731,0.1296
0.0731,0.1296
0.0731,0.1296
0.0731,0.1296
0.0731,0.1296
0.0731,0.1296
0.0826,0.1296
0.0876,0.1296
0.0876,0.1361
0.0876,0.1361
0.0876,0.1567
0.0876,0.1567
0.0876,0.1567
0.0876,0.1567
0.0876,0.1567
0.0876,0.1619
0.0876,0.1619
0.0917,0.1619
0.0917,0.1782
0.0917,0.1782
0.0917,0.1802
0.094,0.1802
0.0963,0.1802
0.0963,0.1802
0.0963,0.1802
0.0963,0.2026
0.0963,0.2026
0.0967,0.2026
0.0967,0.2026
0.1026,0.2026
0.1026,0.2026
0.1026,0.2026
0.1026,0.2026
0.1026,0.2054
0.1026,0.2129
0.1026,0.2129
0.1026,0.2129
0.1026,0.2159
0.1026,0.2217
0.1026,0.2217
0.1026,0.2245
0.1026,0.2245
0.1026,0.2245
0.1026,0.2245
0.1026,0.2316
0.1026,0.2316
0.104,0.2316
0.1222,0.2316
0.1222,0.2316
0.1222,0.2316
0.1222,0.2341
0.1222,0.2479
0.1222,0.2479
0.1331,0.2479
0.1331,0.2479
0.1331,0.255
0.1331,0.255
0.1346,0.255
0.1597,0.255
0.1597,0.255
0.17,0.255
0.1833,0.255
0.1938,0.255
0.1938,0.255
0.1938,0.255
0.2038,0.255
0.2088,0.255
0.2122,0.255
0.2122,0.255
0.2269,0.255
0.2374,0.255
0.2374,0.2636
0.2525,0.2636
0.2525,0.2636
0.2672,0.2636
0.2785,0.2636
0.2785,0.2636
0.2785,0.2636
0.2785,0.265
0.2854,0.265
0.2925,0.265
0.2925,0.265
0.2925,0.2726
0.2925,0.2807
0.2925,0.2852
0.2973,0.2852
0.2973,0.2852
0.2973,0.2852
0.2973,0.291
0.2973,0.2937
0.305,0.2937
0.305,0.2937
0.305,0.2937
0.3178,0.2937
0.3178,0.2937
0.3178,0.2937
0.3178,0.2937
0.3178,0.2937
0.3178,0.2937
0.3178,0.3007
0.3178,0.3007
0.3178,0.3007
0.3178,0.3033
0.3362,0.3033
0.3362,0.3127
0.3362,0.3127
0.3469,0.3127
0.3469,0.3136
0.3469,0.3173
0.3469,0.3191
0.3548,0.3191
0.3548,0.3198
0.3548,0.3198
0.3548,0.3198
0.3548,0.3198
0.3634,0.3198
0.3634,0.3198
0.3634,0.3249
0.3634,0.354
0.3657,0.354
0.3796,0.354
0.3835,0.354
0.3835,0.354
0.3835,0.354
0.3835,0.354
0.3838,0.354
0.3838,0.354
0.3838,0.3551
0.3838,0.3551
0.3838,0.3551
0.3916,0.3551
0.3916,0.3642
0.3916,0.3654
0.3916,0.3728
0.3916,0.3728
0.3916,0.3728
0.3916,0.3728
0.3928,0.3728
0.3928,0.3728
0.3928,0.3728
0.3928,0.3794
0.3928,0.382
0.3928,0.382
0.3928,0.382
0.3928,0.382
0.3928,0.382
0.3928,0.382
0.3928,0.3955
0.3928,0.4021
0.3928,0.4021
0.3928,0.4021
0.3928,0.4116
0.3928,0.4287
0.3928,0.441
0.3928,0.4545
0.3928,0.4545
0.3928,0.4548
0.3928,0.4548
0.3928,0.4606
0.3964,0.4606
0.4026,0.4606
0.4026,0.4606
0.4026,0.4606
0.4026,0.4606
0.4126,0.4606
0.4136,0.4606
0.4221,0.4606
0.4221,0.4743
0.4221,0.4743
0.4221,0.4743
0.4221,0.4743
0.4304,0.4743
0.4304,0.4743
0.4304,0.48
0.4304,0.48
0.4383,0.48
0.4389,0.48
0.4531,0.48
0.4531,0.48
0.4563,0.48
0.4563,0.48
0.4563,0.48
0.4563,0.48
0.4563,0.48
0.4563,0.48
0.4638,0.48
0.4638,0.48
0.4787,0.48
0.4787,0.48
0.4787,0.4829
0.4912,0.4829
0.4912,0.4829
0.4912,0.4928
0.5017,0.4928
0.5017,0.4975
0.5205,0.4975
0.5205,0.4975
0.5205,0.511
0.5205,0.511
0.5205,0.5127
0.5327,0.5127
0.5327,0.5146
0.5327,0.5234
0.5359,0.5234
0.5359,0.5279
0.5359,0.5279
0.5461,0.5279
0.5512,0.5279
0.556,0.5279
0.556,0.5279
0.556,0.5379
0.556,0.543
0.5689,0.543
0.5816,0.543
0.6075,0.543
0.6075,0.543
0.6096,0.543
0.6178,0.543
0.6287,0.543
0.6287,0.543
0.6287,0.5522
0.6306,0.5522
0.6306,0.5575
0.6306,0.5575
0.6306,0.5614
0.6306,0.5654
0.6306,0.5654
0.6306,0.57
0.6306,0.5703
0.6341,0.5703
0.6341,0.5703
0.6341,0.5703
0.6341,0.5714
0.6341,0.5714
0.6341,0.5784
0.6487,0.5784
0.6487,0.5855
0.6488,0.5855
0.6543,0.5855
0.6543,0.5855
0.6543,0.5916
0.6564,0.5916
0.6564,0.5916
0.6564,0.5916
0.6798,0.5916
0.6798,0.5916
0.6798,0.5992
0.698,0.5992
0.698,0.5992
0.698,0.6108
0.698,0.6169
0.698,0.6169
0.6982,0.6169
0.6982,0.6343
0.6982,0.6343
0.6982,0.6343
0.6982,0.6343
0.6982,0.6489
0.6982,0.6489
0.7042,0.6489
0.7042,0.6489
0.7042,0.6545
0.7042,0.6545
0.7042,0.6545
0.7137,0.6545
0.7137,0.6545
0.7137,0.6545
0.7409,0.6545
0.7409,0.6545
0.7409,0.6545
0.7571,0.6545
0.7571,0.6545
0.7571,0.6545
0.7571,0.6549
0.7571,0.656
0.7571,0.6564
0.7571,0.6564
0.7571,0.6572
0.7571,0.6572
0.7571,0.6579
0.7571,0.6579
0.7571,0.6579
0.7571,0.6579
0.7583,0.6579
0.7583,0.6579
0.7583,0.6579
0.7583,0.6649
0.7583,0.677
0.7583,0.677
0.7583,0.677
0.7583,0.677
0.7583,0.677
0.7617,0.677
0.7617,0.677
0.77,0.677
0.7787,0.677
0.7826,0.677
0.7835,0.677
0.7835,0.677
0.7835,0.6844
0.8063,0.6844
0.8063,0.6844
0.8063,0.6844
0.8063,0.6844
0.8063,0.6844
0.8063,0.6844
0.8063,0.6844
