omegaH,omegaS
0.001,0.001
0.001,0.001
0.001,0.0089
0.0046,0.0089
0.0181,0.0089
0.0181,0.0089
0.0181,0.0089
0.0181,0.0089
0.0181,0.0089
0.0181,0.0254
0.0181,0.0254
0.0181,0.0254
0.0181,0.0254
0.0181,0.0358
0.0322,0.0358
0.0322,0.0358
0.0322,0.038
0.0322,0.038
0.0322,0.045
0.0322,0.045
0.0322,0.045
0.0322,0.0489
0.0322,0.0489
0.0399,0.0489
0.0587,0.0489
0.0744,0.0489
0.0744,0.052
0.0744,0.052
0.0744,0.052
0.0744,0.052
0.0928,0.052
0.0928,0.052
0.0928,0.052
0.0947,0.052
0.0947,0.052
0.0947,0.052
0.0999,0.052
0.0999,0.057
0.0999,0.057
0.0999,0.057
0.0999,0.059
0.0999,0.0832
0.0999,0.0832
0.0999,0.0987
0.0999,0.0987
0.0999,0.0987
0.0999,0.0987
0.1047,0.0987
0.1047,0.0987
0.1047,0.1088
0.1047,0.1115
0.1047,0.1203
0.1047,0.1203
0.1047,0.1203
0.1115,0.1203
0.1115,0.1269
0.1115,0.1315
0.1183,0.1315
0.1183,0.1359
0.1183,0.1359
0.1183,0.1359
0.1183,0.1471
0.1273,0.1471
0.1273,0.1471
0.1273,0.1471
0.1273,0.1471
0.1273,0.1471
0.1273,0.1659
0.1446,0.1659
0.1548,0.1659
0.1548,0.1801
0.1548,0.1801
0.1548,0.1801
0.1706,0.1801
0.1738,0.1801
0.1738,0.1801
0.1738,0.1801
0.1738,0.1801
0.1738,0.1801
0.1738,0.1801
0.1738,0.1801
0.1738,0.1801
0.1738,0.1801
0.1815,0.1801
0.1815,0.1801
0.1815,0.1801
0.1815,0.1801
0.1815,0.1801
0.1815,0.1872
0.1815,0.1872
0.1815,0.1872
0.1827,0.1872
0.1827,0.196
0.1827,0.2015
0.1857,0.2015
0.1857,0.2121
0.1857,0.2121
0.1877,0.2121
0.1951,0.2121
0.1951,0.2121
0.1951,0.2121
0.1951,0.2121
0.1951,0.2121
0.1951,0.2163
0.2075,0.2163
0.2075,0.2163
0.2075,0.2163
0.2075,0.2254
0.2075,0.2254
0.2075,0.2254
0.2121,0.2254
0.2146,0.2254
0.2146,0.2275
0.2146,0.2275
0.2146,0.2324
0.2146,0.2324
0.2146,0.2324
0.2146,0.2406
0.2159,0.2406
0.2258,0.2406
0.2258,0.2433
0.2273,0.2433
0.2273,0.2433
0.2273,0.2574
0.2273,0.2574
0.2353,0.2574
0.2353,0.2638
0.2353,0.2638
0.2353,0.273
0.2353,0.273
0.2353,0.273
0.2353,0.273
0.2373,0.273
0.2409,0.273
0.2409,0.273
0.2409,0.273
0.2409,0.2891
0.2409,0.2891
0.2409,0.2891
0.2409,0.2913
0.2542,0.2913
0.2584,0.2913
0.2584,0.2936
0.2584,0.3072
0.2584,0.3072
0.2584,0.3072
0.2584,0.3072
0.2756,0.3072
0.2792,0.3072
0.2792,0.3072
0.2792,0.3072
0.2934,0.3072
0.2938,0.3072
0.2938,0.3072
0.2938,0.3157
0.2938,0.3157
0.3091,0.3157
0.3091,0.3157
0.3091,0.3232
0.3091,0.3384
0.3091,0.3384
0.3091,0.343
0.3091,0.343
0.3091,0.3515
0.3091,0.355
0.3091,0.3589
0.3091,0.3633
0.3248,0.3633
0.3248,0.3633
0.3248,0.3633
0.3248,0.3633
0.3248,0.3633
0.3248,0.3653
0.3302,0.3653
0.3302,0.3745
0.3376,0.3745
0.3376,0.3772
0.3376,0.3772
0.3376,0.3772
0.3376,0.3772
0.3376,0.3772
0.3376,0.3772
0.3376,0.3772
0.3481,0.3772
0.3495,0.3772
0.3495,0.3869
0.3495,0.3869
0.3637,0.3869
0.3637,0.3869
0.3637,0.3869
0.3637,0.3869
0.3637,0.3869
0.3637,0.3869
0.3637,0.4032
0.3637,0.4032
0.3637,0.4063
0.3637,0.4063
0.3695,0.4063
0.3695,0.4063
0.3695,0.4162
0.3695,0.4162
0.3695,0.4186
0.3695,0.4186
0.3787,0.4186
0.3878,0.4186
0.3878,0.4186
0.3878,0.4254
0.3878,0.4284
0.3878,0.4284
0.3951,0.4284
0.3951,0.4284
0.3951,0.4453
0.3951,0.4453
0.3951,0.447
0.3978,0.447
0.3978,0.4524
0.3978,0.4524
0.4049,0.4524
0.4049,0.4526
0.4049,0.4526
0.4049,0.4526
0.4049,0.4564
0.4049,0.4564
0.4049,0.4564
0.4049,0.4647
0.4212,0.4647
0.4212,0.4647
0.4212,0.4647
0.4212,0.4647
0.4212,0.4653
0.429,0.4653
0.4383,0.4653
0.4383,0.4653
0.4383,0.4653
0.4383,0.4653
0.4383,0.4653
0.4426,0.4653
0.4505,0.4653
0.4505,0.4653
0.4505,0.4833
0.4505,0.4833
0.4505,0.4862
0.4505,0.4921
0.4505,0.5072
0.4549,0.5072
0.4549,0.5072
0.4549,0.522
0.4574,0.522
0.4574,0.522
0.4598,0.522
0.4598,0.522
0.4598,0.5334
0.4598,0.5334
0.4598,0.5414
0.4598,0.552
0.4598,0.552
0.4598,0.552
0.4598,0.552
0.4598,0.552
0.4598,0.552
0.4598,0.552
0.4598,0.5569
0.4598,0.5603
0.4598,0.5603
0.4598,0.5708
0.4598,0.5848
0.4631,0.5848
0.4631,0.5848
0.4631,0.5995
0.4631,0.5995
0.4631,0.5995
0.4631,0.5995
0.4631,0.5995
0.4631,0.6
0.4631,0.6
0.4631,0.6
0.4682,0.6
0.4682,0.6
0.4682,0.6066
0.4682,0.6066
0.4682,0.6066
0.4682,0.6066
0.4812,0.6066
0.4844,0.6066
0.4844,0.6066
0.4844,0.6066
0.4863,0.6066
0.4863,0.6142
0.4863,0.6142
0.4863,0.6142
0.4863,0.6206
0.4863,0.6206
0.4863,0.6206
0.4863,0.6336
0.4863,0.6336
0.49,0.6336
0.49,0.6355
0.49,0.6574
0.49,0.6574
0.49,0.6679
0.49,0.6679
0.4939,0.6679
0.4939,0.6679
0.4939,0.6679
0.4947,0.6679
0.4947,0.6679
0.4947,0.6679
0.4947,0.6685
0.4947,0.6685
0.4947,0.6685
0.4947,0.6685
0.4947,0.679
0.4947,0.679
0.4947,0.679
0.4947,0.6838
0.4947,0.6838
0.5047,0.6838
0.5047,0.6858
0.5047,0.6858
0.5047,0.6858
0.5047,0.6858
0.5047,0.6858
0.5047,0.6858
0.5047,0.6858
0.5232,0.6858
0.5232,0.6858
0.5232,0.6858
0.5402,0.6858
0.5402,0.6941
0.5402,0.6941
0.5406,0.6941
0.5406,0.6941
0.547,0.6941
0.549,0.6941
0.549,0.6941
0.549,0.6958
0.549,0.6958
0.549,0.6958
0.549,0.6958
0.549,0.6958
0.549,0.6958
0.549,0.6958
