omegaH,omegaS
0.001,0.001
0.0194,0.001
0.0194,0.0185
0.0194,0.0185
0.0316,0.0185
0.0316,0.0185
0.0409,0.0185
0.0409,0.0185
0.0409,0.0185
0.0409,0.0265
0.0409,0.033
0.0409,0.0434
0.0533,0.0434
0.0533,0.0434
0.0533,0.0546
0.0678,0.0546
0.0678,0.0572
0.0678,0.0572
0.0678,0.0573
0.0679,0.0573
0.0679,0.0573
0.0679,0.0573
0.0709,0.0573
0.0709,0.0573
0.0709,0.0573
0.0709,0.0573
0.0709,0.0693
0.0709,0.0695
0.0709,0.0695
0.0709,0.0695
0.0709,0.0695
0.0709,0.0695
0.0796,0.0695
0.0796,0.0695
0.0796,0.0774
0.0796,0.0774
0.0881,0.0774
0.0881,0.0929
0.0881,0.0929
0.0881,0.0966
0.0881,0.1021
0.0881,0.1021
0.0881,0.1021
0.0898,0.1021
0.0956,0.1021
0.0956,0.1134
0.0956,0.1248
0.0956,0.1248
0.0956,0.1367
0.1087,0.1367
0.1133,0.1367
0.1133,0.143
0.1163,0.143
0.1163,0.1529
0.1196,0.1529
0.1196,0.1529
0.1196,0.1529
0.1196,0.157
0.1225,0.157
0.1225,0.1676
0.1225,0.1818
0.1225,0.1979
0.1225,0.1979
0.1225,0.1979
0.1225,0.1979
0.1303,0.1979
0.1312,0.1979
0.138,0.1979
0.138,0.1979
0.138,0.1979
0.1402,0.1979
0.1402,0.1979
0.1402,0.1979
0.1402,0.1979
0.1402,0.1979
0.1402,0.1998
0.1461,0.1998
0.1461,0.1998
0.1461,0.1998
0.1461,0.2193
0.1461,0.2224
0.1461,0.2224
0.1461,0.2249
0.1461,0.2329
0.1461,0.2329
0.1543,0.2329
0.1543,0.2329
0.1543,0.2329
0.1565,0.2329
0.1565,0.2486
0.1726,0.2486
0.1726,0.263
0.1726,0.2821
0.1726,0.2875
0.1726,0.2875
0.1726,0.2875
0.1726,0.2875
0.1821,0.2875
0.1821,0.2875
0.1821,0.29
0.1821,0.3067
0.1821,0.3178
0.186,0.3178
0.186,0.3189
0.186,0.3189
0.186,0.3189
0.186,0.3332
0.186,0.3443
0.186,0.3443
0.186,0.346
0.186,0.3511
0.1942,0.3511
0.1942,0.3511
0.1942,0.3511
0.1942,0.3511
0.1998,0.3511
0.1998,0.3655
0.1998,0.3655
0.1998,0.3725
0.2007,0.3725
0.2007,0.3725
0.2063,0.3725
0.2063,0.3725
0.2063,0.3725
0.2063,0.3811
0.2063,0.3811
0.2063,0.3811
0.2063,0.3811
0.2063,0.3811
0.2063,0.3826
0.2063,0.3826
0.2063,0.3826
0.2063,0.3863
0.2063,0.39
0.2063,0.39
0.2063,0.39
0.2063,0.39
0.2074,0.39
0.2173,0.39
0.2254,0.39
0.2339,0.39
0.2339,0.39
0.2339,0.39
0.2339,0.3985
0.24,0.3985
0.2484,0.3985
0.2484,0.3985
0.249,0.3985
0.249,0.4139
0.2649,0.4139
0.2649,0.4139
0.2725,0.4139
0.2725,0.4139
0.2725,0.4139
0.29,0.4139
0.302,0.4139
0.302,0.4139
0.3076,0.4139
0.3076,0.4227
0.3076,0.4227
0.3076,0.4291
0.3076,0.4291
0.3076,0.4291
0.3076,0.4291
0.3141,0.4291
0.3235,0.4291
0.3243,0.4291
0.3243,0.4291
0.3243,0.4327
0.3243,0.4327
0.3243,0.4327
0.3243,0.4327
0.3243,0.4327
0.3313,0.4327
0.3313,0.4327
0.3313,0.4346
0.3313,0.4346
0.3453,0.4346
0.3453,0.4346
0.3453,0.4502
0.3453,0.4502
0.3453,0.4502
0.3453,0.4513
0.3453,0.4513
0.3453,0.4513
0.3453,0.4681
0.3453,0.4681
0.3453,0.4681
0.3541,0.4681
0.3541,0.4681
0.3541,0.4758
0.3541,0.4806
0.3541,0.4806
0.3541,0.4806
0.3541,0.4806
0.3541,0.4806
0.3541,0.4806
0.3541,0.4806
0.3569,0.4806
0.3569,0.4806
0.3569,0.4936
0.3569,0.499
0.3569,0.499
0.3569,0.499
0.3667,0.499
0.3667,0.5107
0.3667,0.5107
0.3667,0.5107
0.371,0.5107
0.3719,0.5107
0.3719,0.5107
0.3719,0.5107
0.3949,0.5107
0.3949,0.5156
0.3949,0.5156
0.3987,0.5156
0.3987,0.5181
0.3987,0.5181
0.3996,0.5181
0.3996,0.5378
0.3996,0.5378
0.3996,0.5378
0.3996,0.5378
0.3996,0.5461
0.4092,0.5461
0.4092,0.5542
0.4092,0.5542
0.4092,0.5542
0.4092,0.5542
0.4092,0.5542
0.4092,0.5542
0.4092,0.5542
0.4105,0.5542
0.4105,0.5627
0.4105,0.5896
0.4105,0.5896
0.4105,0.6051
0.428,0.6051
0.4324,0.6051
0.4324,0.6086
0.4324,0.6086
0.4324,0.6086
0.4324,0.6086
0.4324,0.6156
0.4324,0.6156
0.4324,0.6156
0.4324,0.6156
0.4324,0.6337
0.4324,0.6337
0.4324,0.6365
0.4485,0.6365
0.4485,0.638
0.4485,0.6514
0.4538,0.6514
0.4538,0.6514
0.4538,0.6565
0.4538,0.6565
0.4712,0.6565
0.4712,0.6668
0.4712,0.6822
0.4712,0.6846
0.4712,0.7053
0.4712,0.7053
0.4712,0.7053
0.4712,0.7109
0.4712,0.7109
0.4712,0.7109
0.4712,0.7109
0.4795,0.7109
0.486,0.7109
0.486,0.721
0.486,0.721
0.486,0.721
0.486,0.721
0.486,0.721
0.4927,0.721
0.4927,0.721
0.4927,0.721
0.4927,0.721
0.4927,0.721
0.4927,0.721
0.4927,0.7285
0.4927,0.7419
0.5042,0.7419
0.5198,0.7419
0.5198,0.7655
0.5198,0.7655
0.5265,0.7655
0.5265,0.7694
0.5265,0.7694
0.5321,0.7694
0.5416,0.7694
0.5416,0.7694
0.5416,0.7694
0.5416,0.7694
0.5416,0.7824
0.544,0.7824
0.544,0.7959
0.544,0.7959
0.544,0.8154
0.544,0.8154
0.544,0.8154
0.544,0.8154
0.5477,0.8154
0.5477,0.8154
0.5477,0.8154
0.5477,0.8154
0.5477,0.8154
0.5536,0.8154
0.5602,0.8154
0.5602,0.8162
0.5602,0.8162
0.5602,0.8162
0.5602,0.8162
0.5602,0.8162
0.5678,0.8162
0.5678,0.8184
0.5741,0.8184
0.5741,0.8266
0.5741,0.8433
0.5741,0.8433
0.5741,0.8433
0.5741,0.8433
0.5741,0.8433
0.5741,0.8433
0.5741,0.8507
0.5741,0.8507
0.587,0.8507
0.587,0.8507
0.5997,0.8507
0.5997,0.8507
0.5997,0.8507
0.5997,0.8507
0.5997,0.8665
0.5997,0.8786
0.6029,0.8786
0.6029,0.8792
0.6029,0.8792
0.6141,0.8792
0.6141,0.9006
0.6141,0.9006
0.6141,0.9006
0.6141,0.9006
0.6141,0.9006
0.6141,0.9006
0.6141,0.9006
0.6141,0.9006
0.6198,0.9006
0.6198,0.9063
0.6198,0.9063
0.6198,0.9063
0.6198,0.9063
0.6198,0.9063
0.6198,0.9063
0.6198,0.9217
0.6198,0.9276
0.6198,0.9276
0.6296,0.9276
0.6296,0.937
0.6296,0.9401
0.6483,0.9401
0.6483,0.9401
0.6547,0.9401
0.6547,0.9401
0.6547,0.9401
0.6615,0.9401
0.6751,0.9401
0.6751,0.9401
0.6751,0.9401
0.6829,0.9401
0.6829,0.9401
0.6829,0.9481
0.6829,0.9651
0.6829,0.9651
0.6829,0.9675
0.6829,0.9705
0.6829,0.9725
0.6829,0.9725
0.6829,0.9725
0.6829,0.9725
0.6829,0.9832
0.6829,0.9957
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
0.6829,1.0
