omegaH,omegaS
0.001,0.001
0.0026,0.001
0.0128,0.001
0.0128,0.001
0.0128,0.001
0.0128,0.0132
0.0128,0.0289
0.0128,0.0375
0.0128,0.0375
0.0128,0.0375
0.0128,0.0375
0.0128,0.0375
0.0128,0.0375
0.0128,0.0375
0.0128,0.0382
0.0128,0.0398
0.0128,0.0461
0.0128,0.0461
0.0128,0.0461
0.0128,0.047
0.0128,0.0611
0.0128,0.0611
0.0128,0.0611
0.0131,0.0611
0.0131,0.063
0.0305,0.063
0.0305,0.0751
0.0319,0.0751
0.0477,0.0751
0.0477,0.0772
0.0477,0.0917
0.0477,0.0917
0.0484,0.0917
0.069,0.0917
0.0765,0.0917
0.0911,0.0917
0.0911,0.0917
0.0911,0.0919
0.0911,0.0919
0.0919,0.0919
0.1007,0.0919
0.1154,0.0919
0.1154,0.0919
0.1154,0.0919
0.1154,0.0919
0.1155,0.0919
0.1155,0.0919
0.1155,0.0919
0.1263,0.0919
0.1387,0.0919
0.1387,0.0919
0.1387,0.1138
0.1387,0.1138
0.1387,0.1138
0.1387,0.1181
0.1387,0.1181
0.1387,0.1181
0.1434,0.1181
0.1434,0.1314
0.1626,0.1314
0.1626,0.134
0.1626,0.134
0.1689,0.134
0.1712,0.134
0.1818,0.134
0.2027,0.134
0.2027,0.134
0.2027,0.134
0.2027,0.134
0.2027,0.134
0.2027,0.1382
0.2027,0.1382
0.2027,0.1491
0.2027,0.1491
0.2049,0.1491
0.2049,0.1523
0.2049,0.1523
0.2051,0.1523
0.2051,0.1523
0.2051,0.1523
0.212,0.1523
0.212,0.1523
0.212,0.1523
0.212,0.1523
0.212,0.1523
0.212,0.1523
0.212,0.1523
0.212,0.1523
0.212,0.1656
0.2192,0.1656
0.2192,0.1656
0.2192,0.1656
0.2192,0.1656
0.2192,0.1656
0.2192,0.1656
0.2192,0.1656
0.2192,0.1692
0.2192,0.1692
0.2192,0.1692
0.227,0.1692
0.227,0.1692
0.227,0.1692
0.2364,0.1692
0.2563,0.1692
0.2563,0.1692
0.2563,0.2022
0.2577,0.2022
0.2577,0.2095
0.2577,0.2169
0.2577,0.2169
0.2577,0.2365
0.2665,0.2365
0.2802,0.2365
0.2804,0.2365
0.2804,0.2365
0.3004,0.2365
0.3023,0.2365
0.3023,0.2415
0.3023,0.2499
0.3113,0.2499
0.3177,0.2499
0.3177,0.2499
0.3177,0.2499
0.3177,0.2544
0.3177,0.2544
0.3177,0.2649
0.3177,0.2779
0.3177,0.2779
0.3177,0.2779
0.3177,0.2871
0.3177,0.2871
0.3177,0.2871
0.3287,0.2871
0.3371,0.2871
0.3403,0.2871
0.3431,0.2871
0.3431,0.2871
0.3431,0.2881
0.3431,0.2881
0.3431,0.2881
0.3473,0.2881
0.3473,0.2999
0.3473,0.2999
0.3473,0.2999
0.3473,0.2999
0.3473,0.2999
0.3589,0.2999
0.3728,0.2999
0.3728,0.2999
0.3752,0.2999
0.3979,0.2999
0.4038,0.2999
0.4038,0.2999
0.4038,0.312
0.4038,0.3121
0.4038,0.3121
0.4038,0.3121
0.4038,0.3121
0.4064,0.3121
0.4064,0.3121
0.4064,0.3121
0.4064,0.3222
0.4064,0.3222
0.4084,0.3222
0.4134,0.3222
0.416,0.3222
0.416,0.3332
0.416,0.3375
0.416,0.3375
0.416,0.3375
0.416,0.3406
0.416,0.3475
0.4262,0.3475
0.4262,0.3475
0.4262,0.3475
0.4262,0.3475
0.4341,0.3475
0.4341,0.3475
0.4341,0.3587
0.4341,0.3587
0.4485,0.3587
0.4485,0.3587
0.4485,0.3648
0.4485,0.3648
0.4485,0.3648
0.4485,0.3648
0.4513,0.3648
0.4513,0.3648
0.4513,0.3721
0.4542,0.3721
0.4542,0.3721
0.4542,0.3721
0.4542,0.3813
0.4542,0.3813
0.4542,0.3852
0.4676,0.3852
0.4676,0.3887
0.4676,0.3887
0.4676,0.3887
0.4676,0.3957
0.4676,0.3957
0.4676,0.3957
0.4676,0.4109
0.4805,0.4109
0.4805,0.4109
0.4888,0.4109
0.4888,0.4109
0.4888,0.4109
0.4888,0.4109
0.4888,0.4109
0.4888,0.4113
0.4888,0.4113
0.4934,0.4113
0.4934,0.4142
0.4934,0.4142
0.4934,0.4142
0.4934,0.4142
0.5048,0.4142
0.5048,0.4142
0.5048,0.4142
0.5055,0.4142
0.5055,0.4206
0.5055,0.4206
0.5055,0.4209
0.5055,0.4209
0.5055,0.4209
0.5055,0.4209
0.5055,0.4209
0.5055,0.4303
0.5055,0.4303
0.5055,0.4303
0.5055,0.4303
0.5055,0.4355
0.5055,0.4355
0.5058,0.4355
0.5058,0.4355
0.5242,0.4355
0.5293,0.4355
0.5293,0.4355
0.5423,0.4355
0.5423,0.4429
0.5423,0.4429
0.5423,0.4429
0.5423,0.4539
0.5423,0.4539
0.5423,0.4686
0.5423,0.4686
0.5423,0.4792
0.5423,0.4792
0.5471,0.4792
0.5471,0.4983
0.5471,0.5127
0.5471,0.5127
0.5471,0.5127
0.5471,0.5188
0.5471,0.5188
0.5471,0.5188
0.5471,0.5188
0.5471,0.5188
0.5471,0.5188
0.5471,0.5224
0.5471,0.5485
0.5471,0.5512
0.5521,0.5512
0.563,0.5512
0.563,0.5512
0.563,0.5512
0.563,0.5512
0.563,0.5512
0.563,0.5515
0.5743,0.5515
0.5743,0.5559
0.5743,0.5559
0.5743,0.5559
0.5743,0.5559
0.5743,0.5559
0.5743,0.5559
0.5791,0.5559
0.5791,0.5559
0.5791,0.5559
0.5791,0.5577
0.5791,0.5577
0.5791,0.5602
0.5814,0.5602
0.5814,0.5657
0.5814,0.5657
0.5814,0.5657
0.592,0.5657
0.5942,0.5657
0.5942,0.5657
0.5942,0.5657
0.5942,0.5661
0.5942,0.5661
0.5942,0.5661
0.5942,0.5661
0.5942,0.5704
0.5942,0.5704
0.5942,0.5704
0.5942,0.5704
0.5942,0.5704
0.5942,0.5704
0.5943,0.5704
0.5943,0.5704
0.5943,0.5858
0.6004,0.5858
0.6004,0.5858
0.6004,0.5858
0.6004,0.5872
0.6004,0.5872
0.6004,0.5872
0.6051,0.5872
0.6051,0.5902
0.6051,0.5902
0.6051,0.5902
0.6051,0.5902
0.6051,0.5902
0.6051,0.5987
0.6051,0.5987
0.6051,0.5987
0.6051,0.6217
0.6051,0.6217
0.6051,0.6217
0.6188,0.6217
0.6188,0.6217
0.6188,0.6314
0.6188,0.6314
0.6188,0.6314
0.6188,0.6314
0.6188,0.6565
0.6188,0.6565
0.6188,0.658
0.6188,0.658
0.6188,0.658
0.6188,0.658
0.6188,0.658
0.6188,0.658
0.6188,0.658
0.6188,0.658
0.6188,0.6613
0.6188,0.6613
0.6188,0.6655
0.6188,0.6655
0.6248,0.6655
0.6248,0.6709
0.6248,0.6709
0.6384,0.6709
0.6384,0.6709
0.6437,0.6709
0.6437,0.6709
0.6489,0.6709
0.6489,0.694
0.6681,0.694
0.6681,0.694
0.6681,0.694
0.6681,0.694
0.6693,0.694
0.6693,0.6954
0.6693,0.7096
0.6693,0.7096
0.6693,0.7096
0.6693,0.7123
0.6814,0.7123
0.6814,0.7123
0.6814,0.7297
0.6814,0.7297
0.6814,0.7406
0.689,0.7406
0.6954,0.7406
0.6954,0.7572
0.6954,0.7694
0.6954,0.7779
0.6954,0.7779
0.6954,0.778
0.7006,0.778
0.7006,0.778
0.7006,0.7854
0.7006,0.7854
0.7006,0.7854
0.7006,0.7854
0.7007,0.7854
0.7007,0.7854
0.7007,0.7854
0.7007,0.7854
0.7101,0.7854
0.7101,0.791
0.7101,0.7978
0.7101,0.8034
0.7101,0.8074
0.7101,0.8121
0.7101,0.8121
0.7101,0.8168
0.7101,0.8183
0.7113,0.8183
0.7113,0.8239
0.7113,0.8239
0.7113,0.8239
0.7113,0.8262
0.7113,0.8262
0.7113,0.8426
0.7113,0.8488
0.7113,0.8644
0.7113,0.8644
0.7113,0.8644
0.7113,0.8646
0.7113,0.8646
0.7222,0.8646
0.753,0.8646
0.753,0.8646
0.753,0.8646
0.7715,0.8646
0.7792,0.8646
0.7792,0.8646
0.7856,0.8646
0.7856,0.8907
0.7856,0.8907
0.7856,0.8907
0.7856,0.8943
0.7856,0.8943
0.7856,0.8943
0.7856,0.8943
0.7856,0.8943
0.7856,0.9028
0.7864,0.9028
0.7864,0.9165
0.7864,0.9194
0.7864,0.9194
0.7864,0.9194
0.7864,0.9194
0.7951,0.9194
0.7951,0.9194
0.7951,0.9194
0.7951,0.9194
0.7951,0.9194
0.8079,0.9194
0.8079,0.9236
0.8079,0.9239
0.8079,0.9239
0.8079,0.9382
0.8197,0.9382
0.8246,0.9382
0.8246,0.9382
0.8246,0.9382
0.8246,0.9382
0.8246,0.9416
0.8246,0.9504
0.8246,0.9504
0.8246,0.9504
0.8246,0.9522
0.827,0.9522
0.827,0.9522
0.827,0.9595
0.827,0.9595
0.827,0.9595
0.827,0.9595
0.827,0.9629
0.827,0.9629
0.8348,0.9629
0.8348,0.9629
0.8348,0.9629
0.8348,0.9629
0.8348,0.9629
0.8348,0.9718
0.8348,0.9718
0.8348,0.9718
0.8348,0.9899
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
0.8348,1.0
